"JOURNAL","YEAR","VOLUME","ISSUE","editor_id","FIRST_NAME","MIDDLE_NAME","LAST_NAME","TITLE","CATEGORY","CATEGORY.x","INST","OLD_INST","INST.2","UNIT","CITY","STATE","COUNTRY","COUNTRY_Prior_Class","geo.code","geo.code_Prior_Class","NOTES","GENDER","X"
"MARECOL",1991,12,2,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"L",NA,"Mazzella","Assistant Editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"R",NA,"Riedl","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1991,12,2,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"C",NA,"Tomas","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"F","D","Por","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"P","G","Moore","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"D",NA,"Marino","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"D","H","H. Kuhlmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"L",NA,"Mazzella","Assistant Editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"R",NA,"Riedl","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1992,13,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"C",NA,"Tomas","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"F","D","Por","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"P","G","Moore","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"D",NA,"Marino","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,"University of New Brunswick",NA,NA,NA,NA,"New Brunswick, Canada",NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"D","H","H. Kuhlmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"L",NA,"Mazzella","Assistant Editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"R",NA,"Riedl","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1993,14,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"C",NA,"Tomas","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"F","D","Por","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"P","G","Moore","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"D",NA,"Marino","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"D","H","H. Kuhlmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"W","C","Dullo","Editorial Board",NA,NA,"Christian Albrechts Universitat zu Kiel",NA,NA,NA,NA,"Kiel","Germany",NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"L",NA,"Mazzella","Assistant Editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"R",NA,"Riedl","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1994,15,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"C",NA,"Tomas","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"F","D","Por","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"P","G","Moore","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"D",NA,"Marino","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"D","H","H. Kuhlmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"W","C","Dullo","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"L",NA,"Mazzella","Assistant Editor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"R",NA,"Riedl","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1995,16,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"T",NA,"Villareal","Editorial Board",NA,NA,"University of Massachusetts Amherst",NA,NA,"","Boston","MA","USA",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"P",NA,"Tyler","Editorial Board",NA,NA,"Southampton Oceanographic Centre",NA,NA,NA,"Southampton",NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"J","T","Turner","Editorial Board",NA,NA,"University of Massachusetts Amherst",NA,NA,"","North Dartmouth","MA","USA",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"C",NA,"Tomas","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"M",NA,"Ribeira","Editorial Board",NA,NA,"Stazione Zoologica ""Anton Dohrn""",NA,NA,NA,"Naples",NA,"Italy",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"F","D","Por","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"H",NA,"Mukai","Editorial Board",NA,NA,"",NA,NA,"",NA,"Hokkaido","",NA,NA,NA,NA,NA,""
"MARECOL",1996,17,1,NA,"P","G","Moore","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"M",NA,"Estrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"R",NA,"Elmgren","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"A",NA,"Eleftheriou","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"W","C","Dullo","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"C","F","Boudouresque","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"A",NA,"Benovic","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"U",NA,"Bathmann","Editorial Board",NA,NA,"Alfred Wegener Institut fur Polar und Meeresforschung",NA,NA,NA,"Bremerhaven",NA,"Germanny",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"R","S","Alberte","Editorial Board",NA,NA,"Arete Assicuates",NA,NA,NA,"Arlington","VA","USA",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"P","C","Dworschak","Assistant Editors",NA,NA,"Naturhistorisches Museum Wien",NA,NA,NA,NA,"Vienna","Austria",NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"D",NA,"Marino","Assistant Editors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"L",NA,"Mazzella","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1996,17,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"T",NA,"Villareal","Editorial Board",NA,NA,"University of Texas Austin",NA,NA,"","Port Aransas","Texas","USA",NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"P",NA,"Tyler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"J","T","Turner","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"M",NA,"Ribeira","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"H",NA,"Mukai","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"U",NA,"Bathmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"R","S","Alberte","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"P","C","Dworschak","Assistant Editors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"D",NA,"Marino","Assistant Editors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"L",NA,"Mazzella","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1997,18,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"T",NA,"Villareal","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"P",NA,"Tyler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"J","T","Turner","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"K",NA,"Rutzler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"M",NA,"Ribeira","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"H",NA,"Mukai","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"A",NA,"Logan","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"A",NA,"Ianora","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"H",NA,"Fricke","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"H",NA,"Felbeck","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"G","C","Carrada","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"U",NA,"Bathmann","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"R","S","Alberte","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"P","C","Dworschak","Assistant Editors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"D",NA,"Marino","Assistant Editors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"L",NA,"Mazzella","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1998,19,1,NA,"J",NA,"Ott","Editors in Chief",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1999,20,1,NA,"A",NA,"Zhirmunsky","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1999,20,1,NA,"T",NA,"Villareal","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1999,20,1,NA,"P",NA,"Tyler","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1999,20,1,NA,"J","T","Turner","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARECOL",1999,20,1,NA,"M",NA,"Sara","Editorial Board",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
