JOURNAL,YEAR,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,NOTES,INST.CORRECTED,,,,
"both$INST[both$LAST_NAME==""",gough,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of texas arlington,"""",,"both$INST[both$LAST_NAME==""gough"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of texas arlington""",,
"both$INST[both$LAST_NAME==""",heimpel,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",university of minnesota,"""",,"both$INST[both$LAST_NAME==""heimpel"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""university of minnesota""",,
"both$INST[both$LAST_NAME==""",heimpel,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of minnesota,"""",,"both$INST[both$LAST_NAME==""heimpel"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of minnesota""",,
"both$INST[both$LAST_NAME==""",herre,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",smithsonian tropical research institute,"""",,"both$INST[both$LAST_NAME==""herre"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""smithsonian tropical research institute""",,
"both$INST[both$LAST_NAME==""",ibanez,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",university of michigan,"""",,"both$INST[both$LAST_NAME==""ibanez"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""university of michigan""",,
"both$INST[both$LAST_NAME==""",ibanez,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of michigan,"""",,"both$INST[both$LAST_NAME==""ibanez"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of michigan""",,
"both$INST[both$LAST_NAME==""",koricheva,""" & both$YEAR==",2006," & both$JOURNAL==""",OECOL,"""]<-""",royal holloway university of london,"""",,"both$INST[both$LAST_NAME==""koricheva"" & both$YEAR==2006 & both$JOURNAL==""OECOL""]<-""royal holloway university of london""",,
"both$INST[both$LAST_NAME==""",koricheva,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",royal holloway university of london,"""",,"both$INST[both$LAST_NAME==""koricheva"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""royal holloway university of london""",,
"both$INST[both$LAST_NAME==""",korner,""" & both$YEAR==",1992," & both$JOURNAL==""",OECOL,"""]<-""",university of basel,"""",,"both$INST[both$LAST_NAME==""korner"" & both$YEAR==1992 & both$JOURNAL==""OECOL""]<-""university of basel""",,
"both$INST[both$LAST_NAME==""",korner,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of basel,"""",,"both$INST[both$LAST_NAME==""korner"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of basel""",,
"both$INST[both$LAST_NAME==""",laaksonen,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of turku ,"""",,"both$INST[both$LAST_NAME==""laaksonen"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of turku """,,
"both$INST[both$LAST_NAME==""",layman,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",florida international university,"""",,"both$INST[both$LAST_NAME==""layman"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""florida international university""",,
"both$INST[both$LAST_NAME==""",layman,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",florida international university,"""",,"both$INST[both$LAST_NAME==""layman"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""florida international university""",,
"both$INST[both$LAST_NAME==""",legalliard,""" & both$YEAR==",2012," & both$JOURNAL==""",OECOL,"""]<-""",cnrs institut ecologie et environnement,"""",,"both$INST[both$LAST_NAME==""legalliard"" & both$YEAR==2012 & both$JOURNAL==""OECOL""]<-""cnrs institut ecologie et environnement""",,
"both$INST[both$LAST_NAME==""",legalliard,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",cnrs institut ecologie et environnement,"""",,"both$INST[both$LAST_NAME==""legalliard"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""cnrs institut ecologie et environnement""",,
"both$INST[both$LAST_NAME==""",lichstein,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",university of florida,"""",,"both$INST[both$LAST_NAME==""lichstein"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""university of florida""",,
"both$INST[both$LAST_NAME==""",lichstein,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of florida,"""",,"both$INST[both$LAST_NAME==""lichstein"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of florida""",,
"both$INST[both$LAST_NAME==""",lill,""" & both$YEAR==",2012," & both$JOURNAL==""",OECOL,"""]<-""",george washington university,"""",,"both$INST[both$LAST_NAME==""lill"" & both$YEAR==2012 & both$JOURNAL==""OECOL""]<-""george washington university""",,
"both$INST[both$LAST_NAME==""",lill,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",george washington university,"""",,"both$INST[both$LAST_NAME==""lill"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""george washington university""",,
"both$INST[both$LAST_NAME==""",muller,""" & both$YEAR==",2011," & both$JOURNAL==""",OECOL,"""]<-""",university of bielefeld,"""",,"both$INST[both$LAST_NAME==""muller"" & both$YEAR==2011 & both$JOURNAL==""OECOL""]<-""university of bielefeld""",,
"both$INST[both$LAST_NAME==""",muller,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of bielefeld,"""",,"both$INST[both$LAST_NAME==""muller"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of bielefeld""",,
"both$INST[both$LAST_NAME==""",niinemets,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",estonian university of life sciences,"""",,"both$INST[both$LAST_NAME==""niinemets"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""estonian university of life sciences""",,
"both$INST[both$LAST_NAME==""",prinzing,""" & both$YEAR==",2013," & both$JOURNAL==""",OECOL,"""]<-""",universite de rennes 1,"""",,"both$INST[both$LAST_NAME==""prinzing"" & both$YEAR==2013 & both$JOURNAL==""OECOL""]<-""universite de rennes 1""",,
"both$INST[both$LAST_NAME==""",schaller,""" & both$YEAR==",1985," & both$JOURNAL==""",OECOL,"""]<-""",university of vienna,"""",,"both$INST[both$LAST_NAME==""schaller"" & both$YEAR==1985 & both$JOURNAL==""OECOL""]<-""university of vienna""",,
"both$INST[both$LAST_NAME==""",schaller,""" & both$YEAR==",1986," & both$JOURNAL==""",OECOL,"""]<-""",university of vienna,"""",,"both$INST[both$LAST_NAME==""schaller"" & both$YEAR==1986 & both$JOURNAL==""OECOL""]<-""university of vienna""",,
"both$INST[both$LAST_NAME==""",shurin,""" & both$YEAR==",2011," & both$JOURNAL==""",OECOL,"""]<-""",university of california san diego,"""",,"both$INST[both$LAST_NAME==""shurin"" & both$YEAR==2011 & both$JOURNAL==""OECOL""]<-""university of california san diego""",,
"both$INST[both$LAST_NAME==""",shurin,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of california san diego,"""",,"both$INST[both$LAST_NAME==""shurin"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of california san diego""",,
"both$INST[both$LAST_NAME==""",siemann,""" & both$YEAR==",2012," & both$JOURNAL==""",OECOL,"""]<-""",rice university,"""",,"both$INST[both$LAST_NAME==""siemann"" & both$YEAR==2012 & both$JOURNAL==""OECOL""]<-""rice university""",,
"both$INST[both$LAST_NAME==""",siemann,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",rice university,"""",,"both$INST[both$LAST_NAME==""siemann"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""rice university""",,
"both$INST[both$LAST_NAME==""",stark,""" & both$YEAR==",2012," & both$JOURNAL==""",OECOL,"""]<-""",utah state university,"""",,"both$INST[both$LAST_NAME==""stark"" & both$YEAR==2012 & both$JOURNAL==""OECOL""]<-""utah state university""",,
"both$INST[both$LAST_NAME==""",stark,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",utah state university,"""",,"both$INST[both$LAST_NAME==""stark"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""utah state university""",,
"both$INST[both$LAST_NAME==""",stewart,""" & both$YEAR==",1998," & both$JOURNAL==""",OECOL,"""]<-""",university of queensland,"""",,"both$INST[both$LAST_NAME==""stewart"" & both$YEAR==1998 & both$JOURNAL==""OECOL""]<-""university of queensland""",,
"both$INST[both$LAST_NAME==""",ward,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",university of kansas,"""",,"both$INST[both$LAST_NAME==""ward"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""university of kansas""",,
"both$INST[both$LAST_NAME==""",weisser,""" & both$YEAR==",1985," & both$JOURNAL==""",OECOL,"""]<-""",university of innsbruck ,"""",,"both$INST[both$LAST_NAME==""weisser"" & both$YEAR==1985 & both$JOURNAL==""OECOL""]<-""university of innsbruck """,,
"both$INST[both$LAST_NAME==""",weisser,""" & both$YEAR==",2014," & both$JOURNAL==""",OECOL,"""]<-""",technical university of munich,"""",,"both$INST[both$LAST_NAME==""weisser"" & both$YEAR==2014 & both$JOURNAL==""OECOL""]<-""technical university of munich""",,
"both$INST[both$LAST_NAME==""",ziegler,""" & both$YEAR==",1985," & both$JOURNAL==""",OECOL,"""]<-""",technical university of munich,"""",,"both$INST[both$LAST_NAME==""ziegler"" & both$YEAR==1985 & both$JOURNAL==""OECOL""]<-""technical university of munich""",,
"both$INST[both$LAST_NAME==""",ziegler,""" & both$YEAR==",2007," & both$JOURNAL==""",OECOL,"""]<-""",technical university of munich,"""",,"both$INST[both$LAST_NAME==""ziegler"" & both$YEAR==2007 & both$JOURNAL==""OECOL""]<-""technical university of munich""",,
"both$INST[both$LAST_NAME==""",aarsen,""" & both$YEAR==",2007," & both$JOURNAL==""",OIKOS,"""]<-""",queens university,"""",,"both$INST[both$LAST_NAME==""aarsen"" & both$YEAR==2007 & both$JOURNAL==""OIKOS""]<-""queens university""",,
"both$INST[both$LAST_NAME==""",aarsen,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",queens university,"""",,"both$INST[both$LAST_NAME==""aarsen"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""queens university""",,
"both$INST[both$LAST_NAME==""",abbot,""" & both$YEAR==",2013," & both$JOURNAL==""",OIKOS,"""]<-""",lund university,"""",,"both$INST[both$LAST_NAME==""abbot"" & both$YEAR==2013 & both$JOURNAL==""OIKOS""]<-""lund university""",,
"both$INST[both$LAST_NAME==""",abbot,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",lund university,"""",,"both$INST[both$LAST_NAME==""abbot"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""lund university""",,
"both$INST[both$LAST_NAME==""",andersen,""" & both$YEAR==",1985," & both$JOURNAL==""",OIKOS,"""]<-""",geological survey of denmark,"""",,"both$INST[both$LAST_NAME==""andersen"" & both$YEAR==1985 & both$JOURNAL==""OIKOS""]<-""geological survey of denmark""",,
"both$INST[both$LAST_NAME==""",andersen,""" & both$YEAR==",1989," & both$JOURNAL==""",OIKOS,"""]<-""",geological survey of denmark,"""",,"both$INST[both$LAST_NAME==""andersen"" & both$YEAR==1989 & both$JOURNAL==""OIKOS""]<-""geological survey of denmark""",,
"both$INST[both$LAST_NAME==""",andersson,""" & both$YEAR==",1985," & both$JOURNAL==""",OIKOS,"""]<-""",swedish university of agricultural sciences,"""",,"both$INST[both$LAST_NAME==""andersson"" & both$YEAR==1985 & both$JOURNAL==""OIKOS""]<-""swedish university of agricultural sciences""",,
"both$INST[both$LAST_NAME==""",andersson,""" & both$YEAR==",1989," & both$JOURNAL==""",OIKOS,"""]<-""",swedish university of agricultural sciences,"""",,"both$INST[both$LAST_NAME==""andersson"" & both$YEAR==1989 & both$JOURNAL==""OIKOS""]<-""swedish university of agricultural sciences""",,
"both$INST[both$LAST_NAME==""",boomsma,""" & both$YEAR==",2011," & both$JOURNAL==""",OIKOS,"""]<-""",university of copenhagen,"""",,"both$INST[both$LAST_NAME==""boomsma"" & both$YEAR==2011 & both$JOURNAL==""OIKOS""]<-""university of copenhagen""",,
"both$INST[both$LAST_NAME==""",dahl,""" & both$YEAR==",1985," & both$JOURNAL==""",OIKOS,"""]<-""",agricultural university of norway,"""",,"both$INST[both$LAST_NAME==""dahl"" & both$YEAR==1985 & both$JOURNAL==""OIKOS""]<-""agricultural university of norway""",,
"both$INST[both$LAST_NAME==""",dahl,""" & both$YEAR==",1989," & both$JOURNAL==""",OIKOS,"""]<-""",agricultural university of norway,"""",,"both$INST[both$LAST_NAME==""dahl"" & both$YEAR==1989 & both$JOURNAL==""OIKOS""]<-""agricultural university of norway""",,
"both$INST[both$LAST_NAME==""",grae,""" & both$YEAR==",2012," & both$JOURNAL==""",OIKOS,"""]<-""",norwegian university of science and technology,"""",,"both$INST[both$LAST_NAME==""grae"" & both$YEAR==2012 & both$JOURNAL==""OIKOS""]<-""norwegian university of science and technology""",,
"both$INST[both$LAST_NAME==""",grae,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",norwegian university of science and technology,"""",,"both$INST[both$LAST_NAME==""grae"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""norwegian university of science and technology""",,
"both$INST[both$LAST_NAME==""",jarvinen,""" & both$YEAR==",1989," & both$JOURNAL==""",OIKOS,"""]<-""",university of helsinki,"""",,"both$INST[both$LAST_NAME==""jarvinen"" & both$YEAR==1989 & both$JOURNAL==""OIKOS""]<-""university of helsinki""",,
"both$INST[both$LAST_NAME==""",malian,""" & both$YEAR==",2012," & both$JOURNAL==""",OIKOS,"""]<-""",swiss federal institute of aquatic science and technology,"""",,"both$INST[both$LAST_NAME==""malian"" & both$YEAR==2012 & both$JOURNAL==""OIKOS""]<-""swiss federal institute of aquatic science and technology""",,
"both$INST[both$LAST_NAME==""",malian,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",swiss federal institute of aquatic science and technology,"""",,"both$INST[both$LAST_NAME==""malian"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""swiss federal institute of aquatic science and technology""",,
"both$INST[both$LAST_NAME==""",moore,""" & both$YEAR==",2011," & both$JOURNAL==""",OIKOS,"""]<-""",university of california santa cruz,"""",,"both$INST[both$LAST_NAME==""moore"" & both$YEAR==2011 & both$JOURNAL==""OIKOS""]<-""university of california santa cruz""",,
"both$INST[both$LAST_NAME==""",moore,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",university of california santa cruz,"""",,"both$INST[both$LAST_NAME==""moore"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""university of california santa cruz""",,
"both$INST[both$LAST_NAME==""",robinson,""" & both$YEAR==",2011," & both$JOURNAL==""",OIKOS,"""]<-""",british trust for ornithology,"""",,"both$INST[both$LAST_NAME==""robinson"" & both$YEAR==2011 & both$JOURNAL==""OIKOS""]<-""british trust for ornithology""",,
"both$INST[both$LAST_NAME==""",robinson,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",british trust for ornithology,"""",,"both$INST[both$LAST_NAME==""robinson"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""british trust for ornithology""",,
"both$INST[both$LAST_NAME==""",roy,""" & both$YEAR==",2012," & both$JOURNAL==""",OIKOS,"""]<-""",evergreen state college,"""",,"both$INST[both$LAST_NAME==""roy"" & both$YEAR==2012 & both$JOURNAL==""OIKOS""]<-""evergreen state college""",,
"both$INST[both$LAST_NAME==""",roy,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",evergreen state college,"""",,"both$INST[both$LAST_NAME==""roy"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""evergreen state college""",,
"both$INST[both$LAST_NAME==""",scherer_lorenzon,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",university of freiburg,"""",,"both$INST[both$LAST_NAME==""scherer_lorenzon"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""university of freiburg""",,
"both$INST[both$LAST_NAME==""",solbrek,""" & both$YEAR==",2011," & both$JOURNAL==""",OIKOS,"""]<-""",swedish university of agricultural sciences,"""",,"both$INST[both$LAST_NAME==""solbrek"" & both$YEAR==2011 & both$JOURNAL==""OIKOS""]<-""swedish university of agricultural sciences""",,
"both$INST[both$LAST_NAME==""",sun,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",university of hong kong,"""",,"both$INST[both$LAST_NAME==""sun"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""university of hong kong""",,
"both$INST[both$LAST_NAME==""",traveser,""" & both$YEAR==",2011," & both$JOURNAL==""",OIKOS,"""]<-""",mediterranean institute for advanced studies,"""",,"both$INST[both$LAST_NAME==""traveser"" & both$YEAR==2011 & both$JOURNAL==""OIKOS""]<-""mediterranean institute for advanced studies""",,
"both$INST[both$LAST_NAME==""",traveser,""" & both$YEAR==",2014," & both$JOURNAL==""",OIKOS,"""]<-""",mediterranean institute for advanced studies,"""",,"both$INST[both$LAST_NAME==""traveser"" & both$YEAR==2014 & both$JOURNAL==""OIKOS""]<-""mediterranean institute for advanced studies""",,
"both$INST[both$LAST_NAME==""",bornkamm,""" & both$YEAR==",1985," & both$JOURNAL==""",PLANTECOL,"""]<-""",technical university of berlin,"""",,"both$INST[both$LAST_NAME==""bornkamm"" & both$YEAR==1985 & both$JOURNAL==""PLANTECOL""]<-""technical university of berlin""",,
"both$INST[both$LAST_NAME==""",bornkamm,""" & both$YEAR==",1989," & both$JOURNAL==""",PLANTECOL,"""]<-""",technical university of berlin,"""",,"both$INST[both$LAST_NAME==""bornkamm"" & both$YEAR==1989 & both$JOURNAL==""PLANTECOL""]<-""technical university of berlin""",,
"both$INST[both$LAST_NAME==""",epstein,""" & both$YEAR==",2012," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of virginia,"""",,"both$INST[both$LAST_NAME==""epstein"" & both$YEAR==2012 & both$JOURNAL==""PLANTECOL""]<-""university of virginia""",,
"both$INST[both$LAST_NAME==""",gimingham,""" & both$YEAR==",1985," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of aberdeen,"""",,"both$INST[both$LAST_NAME==""gimingham"" & both$YEAR==1985 & both$JOURNAL==""PLANTECOL""]<-""university of aberdeen""",,
"both$INST[both$LAST_NAME==""",gimingham,""" & both$YEAR==",1989," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of aberdeen,"""",,"both$INST[both$LAST_NAME==""gimingham"" & both$YEAR==1989 & both$JOURNAL==""PLANTECOL""]<-""university of aberdeen""",,
"both$INST[both$LAST_NAME==""",grubb,""" & both$YEAR==",1985," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of cambridge,"""",,"both$INST[both$LAST_NAME==""grubb"" & both$YEAR==1985 & both$JOURNAL==""PLANTECOL""]<-""university of cambridge""",,
"both$INST[both$LAST_NAME==""",grubb,""" & both$YEAR==",1986," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of cambridge,"""",,"both$INST[both$LAST_NAME==""grubb"" & both$YEAR==1986 & both$JOURNAL==""PLANTECOL""]<-""university of cambridge""",,
"both$INST[both$LAST_NAME==""",ne'eman,""" & both$YEAR==",2012," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of haifa-oranim,"""",,"both$INST[both$LAST_NAME==""ne'eman"" & both$YEAR==2012 & both$JOURNAL==""PLANTECOL""]<-""university of haifa-oranim""",,
"both$INST[both$LAST_NAME==""",oksanen,""" & both$YEAR==",1989," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of eastern finland,"""",,"both$INST[both$LAST_NAME==""oksanen"" & both$YEAR==1989 & both$JOURNAL==""PLANTECOL""]<-""university of eastern finland""",,
"both$INST[both$LAST_NAME==""",rozema,""" & both$YEAR==",2012," & both$JOURNAL==""",PLANTECOL,"""]<-""",vrije universiteit amsterdam,"""",,"both$INST[both$LAST_NAME==""rozema"" & both$YEAR==2012 & both$JOURNAL==""PLANTECOL""]<-""vrije universiteit amsterdam""",,
"both$INST[both$LAST_NAME==""",walsh,""" & both$YEAR==",2012," & both$JOURNAL==""",PLANTECOL,"""]<-""",university of north carolina chapel hill,"""",,"both$INST[both$LAST_NAME==""walsh"" & both$YEAR==2012 & both$JOURNAL==""PLANTECOL""]<-""university of north carolina chapel hill""",,
"both$INST[both$LAST_NAME==""",white,""" & both$YEAR==",1985," & both$JOURNAL==""",PLANTECOL,"""]<-""",university college dublin,"""",,"both$INST[both$LAST_NAME==""white"" & both$YEAR==1985 & both$JOURNAL==""PLANTECOL""]<-""university college dublin""",,
"both$INST[both$LAST_NAME==""",white,""" & both$YEAR==",1989," & both$JOURNAL==""",PLANTECOL,"""]<-""",university college dublin,"""",,"both$INST[both$LAST_NAME==""white"" & both$YEAR==1989 & both$JOURNAL==""PLANTECOL""]<-""university college dublin""",,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Charlesworth,charlesworth,,,,,,"""",university of chicago,""",","""university of chicago"",",,
Chesson,chesson,,,,,,"""",australian national university,""",","""australian national university"",",,
Chesson,chesson,,,,,,"""",australian national university,""",","""australian national university"",",,
Duffy,duffy,,,,,,"""",georgia institute of technology,""",","""georgia institute of technology"",",,
Dworkin,dworkin,,,,,,"""",mcmaster university,""",","""mcmaster university"",",,
Frederickson,frederickson,,,,,,"""",university of toronto,""",","""university of toronto"",",,
Fuller,fuller,,,,,,"""",university of illinois,""",","""university of illinois"",",,
Kirkpatrick,kirkpatrick,,,,,,"""",university of texas austin,""",","""university of texas austin"",",,
Leips,leips,,,,,,"""",university of maryland baltimore county,""",","""university of maryland baltimore county"",",,
Meagher,meagher,,,,,,"""",university of st andrews,""",","""university of st andrews"",",,
Mooney,mooney,,,,,,"""",stanford university,""",","""stanford university"",",,
Mooney,mooney,,,,,,"""",stanford university,""",","""stanford university"",",,
Pagel,pagel,,,,,,"""",university of oxford,""",","""university of oxford"",",,
Pastor,pastor,,,,,,"""",university of minnesota duluth,""",","""university of minnesota duluth"",",,
Real,real,,,,,,"""",indiana university,""",","""indiana university"",",,
Real,real,,,,,,"""",indiana university,""",","""indiana university"",",,
Roth,roth,,,,,,"""",duke university,""",","""duke university"",",,
Roughgarden,roughgarden,,,,,,"""",stanford university,""",","""stanford university"",",,
Roughgarden,roughgarden,,,,,,"""",stanford university,""",","""stanford university"",",,
Seger,seger,,,,,,"""",university of utah,""",","""university of utah"",",,
Tilma,tilma,,,,,,"""",university of minnesota,""",","""university of minnesota"",",,
Tilma,tilma,,,,,,"""",university of minnesota,""",","""university of minnesota"",",,
Whitlock,whitlock,,,,,,"""",university of british columbia,""",","""university of british columbia"",",,
Wu,wu,,,,,,"""",university of chicago,""",","""university of chicago"",",,
Foote,foote,,,,,,"""",university of chicago,""",","""university of chicago"",",,
Werner,werner,,,,,,"""",michigan state university,""",","""michigan state university"",",,
Wing,wing,,,,,,"""",smithsonian national museum of natural history,""",","""smithsonian national museum of natural history"",",,
Wing,wing,,,,,,"""",smithsonian national museum of natural history,""",","""smithsonian national museum of natural history"",",,
Andelman,andelman,,,,,,"""",university of california santa barbara,""",","""university of california santa barbara"",",,
Bourliere,bourliere,,,,,,"""",university of paris,""",","""university of paris"",",,
Dirzo,dirzo,,,,,,"""",norther arizona university,""",","""norther arizona university"",",,
Duffey,duffey,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Duffey,duffey,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Hawkins,hawkins,,,,,,"""",university of southampton,""",","""university of southampton"",",,
Hawkins,hawkins,,,,,,"""",university of southampton,""",","""university of southampton"",",,
Hockey,hockey,,,,,,"""",university of cape town,""",","""university of cape town"",",,
Hockey,hockey,,,,,,"""",university of cape town,""",","""university of cape town"",",,
Hockey,hockey,,,,,,"""",university of cape town,""",","""university of cape town"",",,
Hockey,hockey,,,,,,"""",university of cape town,""",","""university of cape town"",",,
Johnsingh,johnsingh,,,,,,"""",wildlife institute of india,""",","""wildlife institute of india"",",,
Krishnaswamy,krishnaswamy,,,,,,"""",ashoka trust for research in ecology and the environment,""",","""ashoka trust for research in ecology and the environment"",",,
Kuenen,kuenen,,,,,,"""",university of leiden,""",","""university of leiden"",",,
Lomolino,lomolino,,,,,,"""",university of oklahoma,""",","""university of oklahoma"",",,
Marrs,marrs,,,,,,"""",university of liverpool,""",","""university of liverpool"",",,
Mcnicholl,mcnicholl,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Mcnicholl,mcnicholl,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Morgan,morgan,,,,,,"""",station biologique de la tour du valat,""",","""station biologique de la tour du valat"",",,
Morgan,morgan,,,,,,"""",station biologique de la tour du valat,""",","""station biologique de la tour du valat"",",,
Peterken,peterken,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Peterken,peterken,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Scott,scott,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Westhoff,westhoff,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Westhoff,westhoff,,,,,,"""",unaffiliated,""",","""unaffiliated"",",,
Anderson,anderson,,,,,,"""",australian national university,""",","""australian national university"",",,
Anderson,anderson,,,,,,"""",australian national university,""",","""australian national university"",",,
Benson,benson,,,,,,"""",universidade estadual de campinas,""",","""universidade estadual de campinas"",",,
Benson,benson,,,,,,"""",universidade estadual de campinas,""",","""universidade estadual de campinas"",",,
Berry,berry,,,,,,"""",missouri botanical garden,""",","""missouri botanical garden"",",,
Berry,berry,,,,,,"""",missouri botanical garden,""",","""missouri botanical garden"",",,
Brown,brown,,,,,,"""",university of illinois urbana champaign,""",","""university of illinois urbana champaign"",",,
Brown,brown,brown,,,,,"""",university of illinois urbana champaign,""",","""university of illinois urbana champaign"",",,
Foster,foster,,,,,,"""",usgs patuxent wildlife research center,""",","""usgs patuxent wildlife research center"",",,
Fox,fox,,,,,,"""",curtin university of technology,""",","""curtin university of technology"",",,
Fox,fox,,,,,,"""",curtin university of technology,""",","""curtin university of technology"",",,
West-Eberhard,west-eberhard,,,,,,"""",smithsonian tropical research institute,""",","""smithsonian tropical research institute"",",,
West-Eberhard,west-eberhard,,,,,,"""",smithsonian tropical research institute,""",","""smithsonian tropical research institute"",",,
Angert,angert,,,,,,"""",university of british columbia,""",","""university of british columbia"",",,
Azevedo,azevedo,,,,,,"""",university of houston,""",","""university of houston"",",,
Case,case,,,,,,"""",kent state university,""",","""kent state university"",",,
Dean,dean,,,,,,"""",university of minnesota,""",","""university of minnesota"",",,
Dworkin,dworkin,,,,,,"""",michigan state university,""",","""michigan state university"",",,
Edmands,edmands,,,,,,"""",university of southern california,""",","""university of southern california"",",,
Engelstadter,engelstadter,,,,,,"""",university of queensland,""",","""university of queensland"",",,
Evans,evans,,,,,,"""",monash university,""",","""monash university"",",,
Friedman,friedman,,,,,,"""",university of oxford,""",","""university of oxford"",",,
Hadfield,hadfield,,,,,,"""",university of edinburgh,""",","""university of edinburgh"",",,
Hahn,hahn,,,,,,"""",indiana university,""",","""indiana university"",",,
Hall,hall,,,,,,"""",university of georgia,""",","""university of georgia"",",,
Kisdi,kisdi,,,,,,"""",university of helsinki,""",","""university of helsinki"",",,
Laine,laine,,,,,,"""",university of helsinki,""",","""university of helsinki"",",,
Marshall,marshall,,,,,,"""",monash university,""",","""monash university"",",,
