JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,INST.2,UNIT,CITY,STATE,COUNTRY,geo.code
FUNECOL,2014,28,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2014,28,1,2039,Kwang,Pum,Lee,Kwang Pum Lee,Associate.Editor,SE,,Seoul,,,,Republic of Korea,KOR
FUNECOL,2014,28,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2014,28,1,3870,Dustin,,Marshall,Dustin Marshall,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2014,28,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2014,28,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2014,28,1,523,Clare,,McArthur,Clare McArthur,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2014,28,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2014,28,1,1408,Ignacio,,Moore,Ignacio Moore,Associate.Editor,SE,Noinst,,,,Virginia,USA,USA
FUNECOL,2014,28,1,3415,Shuli,,Niu,Shuli Niu,Associate.Editor,SE,Noinst,,,Beijing,,China,CHN
FUNECOL,2014,28,1,3430,Sheila,,Patek,Sheila Patek,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,2512,Michael,,Pfrender,Michael Pfrender,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,3621,Theunis,,Piersma,Theunis Piersma,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2014,28,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2014,28,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2014,28,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2014,28,1,1859,Jen,A,Schweitzer,Jen A Schweitzer,Associate.Editor,SE,,Tennessee,,,,USA,USA
FUNECOL,2014,28,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2014,28,1,572,Carly,J,Stevens,Carly J Stevens,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2014,28,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2014,28,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2014,28,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2014,28,1,369,Barbara,,Tschirren,Barbara Tschirren,Associate.Editor,SE,,,,,,Switzerland,CHE
FUNECOL,2014,28,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2014,28,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2014,28,1,1942,Jennifer,,Watling,Jennifer Watling,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2014,28,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2014,28,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2014,28,1,3252,Robbie,,Wilson,Robbie Wilson,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2014,28,1,233,Art,,Woods,Art Woods,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2015,29,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,,Utrecht,,,,Netherlands,NLD
FUNECOL,2015,29,1,2282,Manfred,,Ayasse,Manfred Ayasse,Associate.Editor,SE,,,,,,Germany,DEU
FUNECOL,2015,29,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2015,29,1,1458,James,,Bell,James Bell,Associate.Editor,SE,Noinst,,Rothamsted Research,,,UK,GBR
FUNECOL,2015,29,1,3848,Alison,,Bennett,Alison Bennett,Associate.Editor,SE,Noinst,,,Dundee,,UK,GBR
FUNECOL,2015,29,1,18,Arjen,,Biere,Arjen Biere,Associate.Editor,SE,Noinst,,,Wageningen,,Netherlands,NLD
FUNECOL,2015,29,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2015,29,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2015,29,1,26,Alison,K,Brody,Alison K Brody,Associate.Editor,SE,,Vermont,,,,USA,USA
FUNECOL,2015,29,1,642,Diane,R,Campbell,Diane R Campbell,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2015,29,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2015,29,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2015,29,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,2365,Maud,CO,Ferrari,Maud CO Ferrari,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2015,29,1,2002,Katie,,Field,Katie Field,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2015,29,1,453,Craig,,Franklin,Craig Franklin,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2015,29,1,710,David,,Gremillet,David Gremillet,Associate.Editor,SE,,,,,,France,FRA
FUNECOL,2015,29,1,1609,Jennifer,,Grindstaff,Jennifer Grindstaff,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,1625,James,D,Harwood,James D Harwood,Associate.Editor,SE,,Kentucky,,,,USA,USA
FUNECOL,2015,29,1,717,Dana,M,Hawley,Dana M Hawley,Associate.Editor,SE,,Virginia Tech,,,,USA,USA
FUNECOL,2015,29,1,103,Anthony,,Herrel,Anthony Herrel,Associate.Editor,SE,,,,,,France,FRA
FUNECOL,2015,29,1,3563,Timothy,E,Higham,Timothy E Higham,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2015,29,1,3750,William,A,Hopkins,William A Hopkins,Associate.Editor,SE,,Virginia Tech,,,,USA,USA
FUNECOL,2015,29,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2015,29,1,731,Duncan,J,Irschick,Duncan J Irschick,Editor,EIC,,Massachusetts,,,,USA,USA
FUNECOL,2015,29,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,,Minnesota,,,,USA,USA
FUNECOL,2015,29,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,125,Alan,,Knapp,Alan Knapp,Editor,EIC,,,,,,USA,USA
FUNECOL,2015,29,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2015,29,1,1677,Julia,,Koricheva,Julia Koricheva,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2015,29,1,2439,Markku,,Larjavaara,Markku Larjavaara,Associate.Editor,SE,Noinst,,,Helsinki,,Finland,FIN
FUNECOL,2015,29,1,2039,Kwang,Pum,Lee,Kwang Pum Lee,Associate.Editor,SE,,Seoul,,,,Republic of Korea,KOR
FUNECOL,2015,29,1,3391,Shawn,,Leroux,Shawn Leroux,Associate.Editor,SE,Noinst,,,Newfoundland,,Canada,CAN
FUNECOL,2015,29,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2015,29,1,771,David,,Lusseau,David Lusseau,Associate.Editor,SE,Noinst,,,Aberdeen,,UK,GBR
FUNECOL,2015,29,1,1738,Jessamyn,S,Manson,Jessamyn S Manson,Associate.Editor,SE,Noinst,Alberta,,Alberta,,Canada,CAN
FUNECOL,2015,29,1,3870,Dustin,,Marshall,Dustin Marshall,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2015,29,1,2202,Lynn,B,Martin,Lynn B Martin,Associate.Editor,SE,,South Florida,,,,USA,USA
FUNECOL,2015,29,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,523,Clare,,McArthur,Clare McArthur,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2015,29,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2015,29,1,1408,Ignacio,,Moore,Ignacio Moore,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,3415,Shuli,,Niu,Shuli Niu,Associate.Editor,SE,,,,,,China,CHN
FUNECOL,2015,29,1,2675,Natalia,,Norden,Natalia Norden,Associate.Editor,SE,Noinst,,,Bogota,,Colombia,COL
FUNECOL,2015,29,1,3430,Sheila,,Patek,Sheila Patek,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,2512,Michael,,Pfrender,Michael Pfrender,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,3621,Theunis,,Piersma,Theunis Piersma,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2015,29,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2015,29,1,3446,Segio,,Rasmann,Segio Rasmann,Associate.Editor,SE,Noinst,,,,California,Switzerland,CHE
FUNECOL,2015,29,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2015,29,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2015,29,1,3458,Sabrina,E,Russo,Sabrina E Russo,Associate.Editor,SE,Noinst,Nebraska,,,Nebraska,USA,USA
FUNECOL,2015,29,1,1023,Emma,J,Sayer,Emma J Sayer,Associate.Editor,SE,Noinst,,,Lancaster,,UK,GBR
FUNECOL,2015,29,1,1859,Jen,A,Schweitzer,Jen A Schweitzer,Associate.Editor,SE,,Tennessee,,,,USA,USA
FUNECOL,2015,29,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2015,29,1,572,Carly,J,Stevens,Carly J Stevens,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2015,29,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2015,29,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2015,29,1,2105,Kathleen,K,Treseder,Kathleen K Treseder,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2015,29,1,369,Barbara,,Tschirren,Barbara Tschirren,Associate.Editor,SE,,,,,,Switzerland,CHE
FUNECOL,2015,29,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2015,29,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2015,29,1,1942,Jennifer,,Watling,Jennifer Watling,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2015,29,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2015,29,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2015,29,1,3863,Caroline,,Williams,Caroline Williams,Associate.Editor,SE,Noinst,,,,,USA,USA
FUNECOL,2015,29,1,3252,Robbie,,Wilson,Robbie Wilson,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2015,29,1,233,Art,,Woods,Art Woods,Associate.Editor,SE,,,,,,USA,USA
