JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,INST.2,UNIT,CITY,STATE,COUNTRY,geo.code
FUNECOL,1996,10,1,1011,Edward,I,Newman,Edward I Newman,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1996,10,1,1815,john,W,Porter,john W Porter,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,1996,10,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1996,10,1,3203,Robert,E,Ricklefs,Robert E Ricklefs,Editorial.Review.Board,SE,,Pennsylvania,,,,USA,USA
FUNECOL,1996,10,1,350,Barbara,A,Schaal,Barbara A Schaal,Editorial.Review.Board,SE,,"Washington U, St Louis",,,,USA,USA
FUNECOL,1996,10,1,3220,Richard,M,Sibly,Richard M Sibly,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1996,10,1,3815,Ward,B,Watt,Ward B Watt,Editorial.Review.Board,SE,,Stanford,,,,USA,USA
FUNECOL,1996,10,1,3254,Robin,J,Wootton,Robin J Wootton,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,242,Brian,L,Bayne,Brian L Bayne,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,401,Carol,L,Boggs,Carol L Boggs,Editorial.Review.Board,SE,,Colorado,,,,USA,USA
FUNECOL,1997,11,1,2324,Martyn,M,Caldwell,Martyn M Caldwell,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1997,11,1,2780,Peter,,Calow,Peter Calow,Editor,EIC,,,,,,UK,GBR
FUNECOL,1997,11,1,1534,John,WH,Dacey,John WH Dacey,Editorial.Review.Board,SE,,Woods Hole,,,,USA,USA
FUNECOL,1997,11,1,1555,James,R,Ehleringer,James R Ehleringer,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1997,11,1,1176,Graham,D,Farquhar,Graham D Farquhar,Editorial.Review.Board,SE,,Canberra,,,,Australia,AUS
FUNECOL,1997,11,1,3544,Tom,,Fenchel,Tom Fenchel,Editorial.Review.Board,SE,,,,,,Denmark,DNK
FUNECOL,1997,11,1,3893,John,,Grace,John Grace,Editor,EIC,,,,,,UK,GBR
FUNECOL,1997,11,1,2818,Peter,J,Grubb,Peter J Grubb,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,2828,Peter,W,Hochachka,Peter W Hochachka,Editorial.Review.Board,SE,,Vancouver,,,,Canada,CAN
FUNECOL,1997,11,1,3378,Sunao,,Kawano,Sunao Kawano,Editorial.Review.Board,SE,,,,,,Japan,JPN
FUNECOL,1997,11,1,499,Christian,,Korner,Christian Korner,Editorial.Review.Board,SE,,,,Basal,"Basal, Switzerland",Austria,AUT
FUNECOL,1997,11,1,322,Brian,K,McNab,Brian K McNab,Editorial.Review.Board,SE,,Florida,,,,USA,USA
FUNECOL,1997,11,1,1011,Edward,I,Newman,Edward I Newman,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,1815,john,W,Porter,john W Porter,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,1997,11,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,3203,Robert,E,Ricklefs,Robert E Ricklefs,Editorial.Review.Board,SE,,Pennsylvania,,,,USA,USA
FUNECOL,1997,11,1,350,Barbara,A,Schaal,Barbara A Schaal,Editorial.Review.Board,SE,,"Washington U, St Louis",,,,USA,USA
FUNECOL,1997,11,1,3220,Richard,M,Sibly,Richard M Sibly,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1997,11,1,3815,Ward,B,Watt,Ward B Watt,Editorial.Review.Board,SE,,Stanford,,,,USA,USA
FUNECOL,1997,11,1,3254,Robin,J,Wootton,Robin J Wootton,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,242,Brian,L,Bayne,Brian L Bayne,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,401,Carol,L,Boggs,Carol L Boggs,Editorial.Review.Board,SE,,Colorado,,,,USA,USA
FUNECOL,1998,12,1,2324,Martyn,M,Caldwell,Martyn M Caldwell,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1998,12,1,2780,Peter,,Calow,Peter Calow,Editor,EIC,,,,,,UK,GBR
FUNECOL,1998,12,1,1534,John,WH,Dacey,John WH Dacey,Editorial.Review.Board,SE,,Woods Hole,,,,USA,USA
FUNECOL,1998,12,1,1555,James,R,Ehleringer,James R Ehleringer,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1998,12,1,1176,Graham,D,Farquhar,Graham D Farquhar,Editorial.Review.Board,SE,,Canberra,,,,Australia,AUS
FUNECOL,1998,12,1,3544,Tom,,Fenchel,Tom Fenchel,Editorial.Review.Board,SE,,,,,,Denmark,DNK
FUNECOL,1998,12,1,3893,John,,Grace,John Grace,Editor,EIC,,,,,,UK,GBR
FUNECOL,1998,12,1,2818,Peter,J,Grubb,Peter J Grubb,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,2828,Peter,W,Hochachka,Peter W Hochachka,Editorial.Review.Board,SE,,Vancouver,,,,Canada,CAN
FUNECOL,1998,12,1,3378,Sunao,,Kawano,Sunao Kawano,Editorial.Review.Board,SE,,,,,,Japan,JPN
FUNECOL,1998,12,1,499,Christian,,Korner,Christian Korner,Editorial.Review.Board,SE,,,,Basal,"Basal, Switzerland",Austria,AUT
FUNECOL,1998,12,1,322,Brian,K,McNab,Brian K McNab,Editorial.Review.Board,SE,,Florida,,,,USA,USA
FUNECOL,1998,12,1,1011,Edward,I,Newman,Edward I Newman,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,1815,john,W,Porter,john W Porter,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,1998,12,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,3203,Robert,E,Ricklefs,Robert E Ricklefs,Editorial.Review.Board,SE,,Pennsylvania,,St. louis,Missouri,USA,USA
FUNECOL,1998,12,1,350,Barbara,A,Schaal,Barbara A Schaal,Editorial.Review.Board,SE,,"Washington U, St Louis",,,,USA,USA
FUNECOL,1998,12,1,3220,Richard,M,Sibly,Richard M Sibly,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1998,12,1,3815,Ward,B,Watt,Ward B Watt,Editorial.Review.Board,SE,,Stanford,,,,USA,USA
FUNECOL,1998,12,1,3254,Robin,J,Wootton,Robin J Wootton,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,242,Brian,L,Bayne,Brian L Bayne,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,401,Carol,L,Boggs,Carol L Boggs,Editorial.Review.Board,SE,,Colorado,,,,USA,USA
FUNECOL,1999,13,1,2324,Martyn,M,Caldwell,Martyn M Caldwell,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1999,13,1,2780,Peter,,Calow,Peter Calow,Editor,EIC,,,,,,UK,GBR
FUNECOL,1999,13,1,1534,John,WH,Dacey,John WH Dacey,Editorial.Review.Board,SE,,Woods Hole,,,,USA,USA
FUNECOL,1999,13,1,1555,James,R,Ehleringer,James R Ehleringer,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,1999,13,1,1176,Graham,D,Farquhar,Graham D Farquhar,Editorial.Review.Board,SE,,Canberra,,,,Australia,AUS
FUNECOL,1999,13,1,3544,Tom,,Fenchel,Tom Fenchel,Editorial.Review.Board,SE,,,,,,Denmark,DNK
FUNECOL,1999,13,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,University of Sheffield,,Department of Animal and Plant Sciences,,,UK,GBR
FUNECOL,1999,13,1,3893,John,,Grace,John Grace,Editor,EIC,,,,,,UK,GBR
FUNECOL,1999,13,1,2818,Peter,J,Grubb,Peter J Grubb,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,2828,Peter,W,Hochachka,Peter W Hochachka,Editorial.Review.Board,SE,,Vancouver,,,,Canada,CAN
FUNECOL,1999,13,1,3378,Sunao,,Kawano,Sunao Kawano,Editorial.Review.Board,SE,,,,,,Japan,JPN
FUNECOL,1999,13,1,499,Christian,,Korner,Christian Korner,Editorial.Review.Board,SE,,,,Basal,"Basal, Switzerland",Austria,AUT
FUNECOL,1999,13,1,322,Brian,K,McNab,Brian K McNab,Editorial.Review.Board,SE,,Florida,,,,USA,USA
FUNECOL,1999,13,1,1011,Edward,I,Newman,Edward I Newman,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,1815,john,W,Porter,john W Porter,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,1999,13,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,3203,Robert,E,Ricklefs,Robert E Ricklefs,Editorial.Review.Board,SE,,Pennsylvania,,,,USA,USA
FUNECOL,1999,13,1,350,Barbara,A,Schaal,Barbara A Schaal,Editorial.Review.Board,SE,,"Washington U, St Louis",,,,USA,USA
FUNECOL,1999,13,1,3220,Richard,M,Sibly,Richard M Sibly,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,1999,13,1,3815,Ward,B,Watt,Ward B Watt,Editorial.Review.Board,SE,,Stanford,,,,USA,USA
FUNECOL,1999,13,1,3254,Robin,J,Wootton,Robin J Wootton,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2000,14,1,2324,Martyn,M,Caldwell,Martyn M Caldwell,Editorial.Review.Board,SE,Noinst,Utah,,,Utah,USA,USA
FUNECOL,2000,14,1,3299,Steven,L,Chown,Steven L Chown,Editorial.Review.Board,SE,Noinst,Pretoria,,Pretoria,,South Africa,ZAF
FUNECOL,2000,14,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,Noinst,,,Cambridge,,UK,GBR
FUNECOL,2000,14,1,1534,John,WH,Dacey,John WH Dacey,Editorial.Review.Board,SE,,Woods Hole,,,,USA,USA
FUNECOL,2000,14,1,1555,James,R,Ehleringer,James R Ehleringer,Editorial.Review.Board,SE,,Utah,,,,USA,USA
FUNECOL,2000,14,1,1176,Graham,D,Farquhar,Graham D Farquhar,Editorial.Review.Board,SE,,Canberra,,,,Australia,AUS
FUNECOL,2000,14,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2000,14,1,2818,Peter,J,Grubb,Peter J Grubb,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2000,14,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,Noinst,"Seattle, WA",,Seattle,Washington,USA,USA
FUNECOL,2000,14,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,Noinst,,,Ascot,,UK,GBR
FUNECOL,2000,14,1,3378,Sunao,,Kawano,Sunao Kawano,Editorial.Review.Board,SE,,,,,,Japan,JPN
FUNECOL,2000,14,1,499,Christian,,Korner,Christian Korner,Editorial.Review.Board,SE,,,,Basal,"Basal, Switzerland",Austria,AUT
FUNECOL,2000,14,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,Noinst,,,Krakow,,Poland,POL
FUNECOL,2000,14,1,1011,Edward,I,Newman,Edward I Newman,Editorial.Review.Board,SE,Noinst,,,Bristol,,UK,GBR
FUNECOL,2000,14,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,Noinst,,,Dundee,,UK,GBR
FUNECOL,2000,14,1,844,David,,Robinson,David Robinson,Editor,EIC,University of Aberdeen,,Department of Plant and Soil Science,,,UK,GBR
FUNECOL,2000,14,1,350,Barbara,A,Schaal,Barbara A Schaal,Editorial.Review.Board,SE,,"Washington U, St Louis",,St Louis,,USA,USA
FUNECOL,2000,14,1,1881,John,I,Spicer,John I Spicer,Editorial.Review.Board,SE,Noinst,,,Sheffield,,UK,GBR
FUNECOL,2001,15,1,2712,Owen,K,Atkin,Owen K Atkin,Editorial.Review.Board,SE,Noinst,,,York,,UK,GBR
FUNECOL,2001,15,1,2290,Martin,Green,Barker,Martin Green Barker,Editorial.Review.Board,SE,Noinst,,,Aberdeen,,UK,GBR
FUNECOL,2001,15,1,1462,Joy,,Bergelson,Joy Bergelson,Editorial.Review.Board,SE,Noinst,,,Chicago,,USA,USA
FUNECOL,2001,15,1,3299,Steven,L,Chown,Steven L Chown,Editorial.Review.Board,SE,,Pretoria,,,,South Africa,ZAF
FUNECOL,2001,15,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2001,15,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2001,15,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,,"Seattle, WA",,,,USA,USA
FUNECOL,2001,15,1,3105,Robert,B,Jackson,Robert B Jackson,Editorial.Review.Board,SE,Noinst,Duke,,Durham,,USA,USA
FUNECOL,2001,15,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2001,15,1,3859,Clive,Green,Jones,Clive Green Jones,Editorial.Review.Board,SE,Noinst,,,Millbrook,,USA,USA
FUNECOL,2001,15,1,3378,Sunao,,Kawano,Sunao Kawano,Editorial.Review.Board,SE,,,,,,Japan,JPN
FUNECOL,2001,15,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,,,,,,Poland,POL
FUNECOL,2001,15,1,1719,Jon,,Lloyd,Jon Lloyd,Editorial.Review.Board,SE,Noinst,,,Jena,,Germany,DEU
FUNECOL,2001,15,1,2457,Mark,R,Macnair,Mark R Macnair,Editorial.Review.Board,SE,Noinst,,,Exter,,UK,GBR
FUNECOL,2001,15,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2001,15,1,844,David,,Robinson,David Robinson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2001,15,1,1881,John,I,Spicer,John I Spicer,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,2712,Owen,K,Atkin,Owen K Atkin,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,2290,Martin,Green,Barker,Martin Green Barker,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,1462,Joy,,Bergelson,Joy Bergelson,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2002,16,1,625,David,,Berrigan,David Berrigan,Editorial.Review.Board,SE,Noinst,,,Bethesda,,USA,USA
FUNECOL,2002,16,1,3299,Steven,L,Chown,Steven L Chown,Editor,EIC,University of Stellenbosch,Stellenbosch,Department of Zoology,,,South Africa,ZAF
FUNECOL,2002,16,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2002,16,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,,"Seattle, WA",,,,USA,USA
FUNECOL,2002,16,1,3105,Robert,B,Jackson,Robert B Jackson,Editorial.Review.Board,SE,,Duke,,,,USA,USA
FUNECOL,2002,16,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,3859,Clive,Green,Jones,Clive Green Jones,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2002,16,1,3756,William,H,Karasov,William H Karasov,Editorial.Review.Board,SE,Noinst,Wisconsin,,,Wisconsin,USA,USA
FUNECOL,2002,16,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,,,,,,Poland,POL
FUNECOL,2002,16,1,1719,Jon,,Lloyd,Jon Lloyd,Editorial.Review.Board,SE,,,,,,Germany,DEU
FUNECOL,2002,16,1,2457,Mark,R,Macnair,Mark R Macnair,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2002,16,1,844,David,,Robinson,David Robinson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2002,16,1,1881,John,I,Spicer,John I Spicer,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,2712,Owen,K,Atkin,Owen K Atkin,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,2290,Martin,Green,Barker,Martin Green Barker,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,1462,Joy,,Bergelson,Joy Bergelson,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2003,17,1,625,David,,Berrigan,David Berrigan,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2003,17,1,3299,Steven,L,Chown,Steven L Chown,Editor,EIC,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2003,17,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2003,17,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,,"Seattle, WA",,,,USA,USA
FUNECOL,2003,17,1,3105,Robert,B,Jackson,Robert B Jackson,Editorial.Review.Board,SE,,Duke,,,,USA,USA
FUNECOL,2003,17,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,3859,Clive,Green,Jones,Clive Green Jones,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2003,17,1,3756,William,H,Karasov,William H Karasov,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,2003,17,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,,,,,,Poland,POL
FUNECOL,2003,17,1,1719,Jon,,Lloyd,Jon Lloyd,Editorial.Review.Board,SE,,,,,,Germany,DEU
FUNECOL,2003,17,1,2457,Mark,R,Macnair,Mark R Macnair,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2003,17,1,844,David,,Robinson,David Robinson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2003,17,1,1881,John,I,Spicer,John I Spicer,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,2712,Owen,K,Atkin,Owen K Atkin,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,2290,Martin,Green,Barker,Martin Green Barker,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,1462,Joy,,Bergelson,Joy Bergelson,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2004,18,1,625,David,,Berrigan,David Berrigan,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2004,18,1,3299,Steven,L,Chown,Steven L Chown,Editor,EIC,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2004,18,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2004,18,1,712,David,,Griffiths,David Griffiths,Editorial.Review.Board,SE,,,,,,Northern Ireland,NA
FUNECOL,2004,18,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,,"Seattle, WA",,,,USA,USA
FUNECOL,2004,18,1,3940,Sue,,Jackson,Sue Jackson,Editorial.Review.Board,SE,Noinst,,,Stellenbosch,,South Africa,ZAF
FUNECOL,2004,18,1,3105,Robert,B,Jackson,Robert B Jackson,Editorial.Review.Board,SE,,Duke,,,,USA,USA
FUNECOL,2004,18,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,3859,Clive,Green,Jones,Clive Green Jones,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2004,18,1,3756,William,H,Karasov,William H Karasov,Editorial.Review.Board,SE,,Wisconsin,,,,USA,USA
FUNECOL,2004,18,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,,,,,,Poland,POL
FUNECOL,2004,18,1,1719,Jon,,Lloyd,Jon Lloyd,Editorial.Review.Board,SE,,,,,,Germany,DEU
FUNECOL,2004,18,1,2457,Mark,R,Macnair,Mark R Macnair,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,2732,Owen,L,Petchey,Owen L Petchey,Editorial.Review.Board,SE,Noinst,,,Sheffield,,UK,GBR
FUNECOL,2004,18,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2004,18,1,844,David,,Robinson,David Robinson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2004,18,1,1881,John,I,Spicer,John I Spicer,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,2712,Owen,K,Atkin,Owen K Atkin,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,2290,Martin,Green,Barker,Martin Green Barker,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,1462,Joy,,Bergelson,Joy Bergelson,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2005,19,1,625,David,,Berrigan,David Berrigan,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2005,19,1,1058,Francisco,,Bozinovic,Francisco Bozinovic,Editorial.Review.Board,SE,Noinst,,,Santiago,,Chile,CHL
FUNECOL,2005,19,1,3299,Steven,L,Chown,Steven L Chown,Editor,EIC,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2005,19,1,41,Andrew,,Clarke,Andrew Clarke,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,452,Charles,,Fox,Charles Fox,Editor,EIC,University of Kentucky,,Department of Entomology,,,USA,USA
FUNECOL,2005,19,1,2007,Kevin,,Gaston,Kevin Gaston,Editor,EIC,,,,,,UK,GBR
FUNECOL,2005,19,1,712,David,,Griffiths,David Griffiths,Editorial.Review.Board,SE,,,,,,Northern Ireland,NA
FUNECOL,2005,19,1,3101,Raymond,B,Huey,Raymond B Huey,Editorial.Review.Board,SE,,"Seattle, WA",,,,USA,USA
FUNECOL,2005,19,1,1648,Jeffrey,A,Hutchings,Jeffrey A Hutchings,Editorial.Review.Board,SE,Dalhousie University,Dalhousie University,,,,Canada,CAN
FUNECOL,2005,19,1,3940,Sue,,Jackson,Sue Jackson,Editorial.Review.Board,SE,,,,,,South Africa,ZAF
FUNECOL,2005,19,1,3105,Robert,B,Jackson,Robert B Jackson,Editorial.Review.Board,SE,,Duke,,,,USA,USA
FUNECOL,2005,19,1,3573,T,Hefin,Jones,T Hefin Jones,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,3859,Clive,Green,Jones,Clive Green Jones,Editorial.Review.Board,SE,,,,,,USA,USA
FUNECOL,2005,19,1,1680,Jan,,Kozlowski,Jan Kozlowski,Editorial.Review.Board,SE,,,,,,Poland,POL
FUNECOL,2005,19,1,1719,Jon,,Lloyd,Jon Lloyd,Editorial.Review.Board,SE,,,,,,Germany,DEU
FUNECOL,2005,19,1,2457,Mark,R,Macnair,Mark R Macnair,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,2220,Lloyd,S,Peck,Lloyd S Peck,Editorial.Review.Board,SE,Noinst,,,Cambridge,,UK,GBR
FUNECOL,2005,19,1,2732,Owen,L,Petchey,Owen L Petchey,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,1825,John,,Raven,John Raven,Editorial.Review.Board,SE,,,,,,UK,GBR
FUNECOL,2005,19,1,844,David,,Robinson,David Robinson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2005,19,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,University of Sheffield,,Department of Animal and Plant Sciences,,,UK,GBR
FUNECOL,2006,20,1,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,Noinst,Indiana,,,Indiana,USA,USA
FUNECOL,2006,20,1,2712,Owen,K,Atkin,Owen K Atkin,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2006,20,1,10,Alexander,V,Badyaev,Alexander V Badyaev,Associate.Editor,SE,Noinst,Arizona,,,Arizona,USA,USA
FUNECOL,2006,20,1,395,Craig,W,Benkman,Craig W Benkman,Associate.Editor,SE,Noinst,Wyoming,,,Wyoming,USA,USA
FUNECOL,2006,20,1,401,Carol,L,Boggs,Carol L Boggs,Associate.Editor,SE,Noinst,Stanford,,Stanford,,USA,USA
FUNECOL,2006,20,1,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,Noinst,Saskatchewan,,Saskatchewan,,Canada,CAN
FUNECOL,2006,20,1,1058,Francisco,,Bozinovic,Francisco Bozinovic,Associate.Editor,SE,,,,,,Chile,CHL
FUNECOL,2006,20,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,Noinst,,,Vigo,,Spain,ESP
FUNECOL,2006,20,1,3299,Steven,L,Chown,Steven L Chown,Editor,EIC,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2006,20,1,41,Andrew,,Clarke,Andrew Clarke,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2006,20,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,Noinst,Santa Cruz,,,,USA,USA
FUNECOL,2006,20,1,1528,James,,Cresswell,James Cresswell,Editor,EIC,University of Exeter,,School of Biological and Chemical Sciences,,,UK,GBR
FUNECOL,2006,20,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,Noinst,Illinois,,,Illinois,USA,USA
FUNECOL,2006,20,1,430,Christian,,Damgaard,Christian Damgaard,Associate.Editor,SE,Noinst,,,NERI,,Denmark,DNK
FUNECOL,2006,20,1,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,Noinst,,,Monks Wood,,UK,GBR
FUNECOL,2006,20,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2006,20,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,Noinst,Riverside,,Riverside,,USA,USA
FUNECOL,2006,20,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,Noinst,,,Tartu,,Estonia,EST
FUNECOL,2006,20,1,731,Duncan,J,Irschick,Duncan J Irschick,Associate.Editor,SE,Noinst,Tulane,,Tulane,,USA,USA
FUNECOL,2006,20,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2006,20,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,Noinst,,,Cardiff,,UK,GBR
FUNECOL,2006,20,1,3859,Clive,Green,Jones,Clive Green Jones,Associate.Editor,SE,Noinst,,Institute of Ecosystem Studies,,,USA,USA
FUNECOL,2006,20,1,1680,Jan,,Kozlowski,Jan Kozlowski,Associate.Editor,SE,Noinst,,,Jagiellonian,,Poland,POL
