JOURNAL,YEAR,VOLUME,ISSUE,TITLE,NAME,FIRST_NAME,MIDDLE_NAME,LAST_NAME,INST,COUNTRY,GENDER,CATEGORY,NOTES
JZ,2010,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2010,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2010,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2010,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,International University Brennen,Germany,M,,
JZ,2011,,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
JZ,2011,,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
JZ,2011,,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
JZ,2011,,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
JZ,2011,,1,Editor,Gunther Zupanc,Gunther,,Zupanc,Northeastern University,USA,M,,
JZ,2011,,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
JZ,2011,,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
JZ,2011,,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
JZ,2012,286,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2012,286,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
,2012,286,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2012,286,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2012,286,1,Editor,Gunther Zupanc,Gunther,,Zupanc,Northeastern University,USA,M,,
,2012,286,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2012,286,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2012,286,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
,2013,289,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2013,289,1,Editor,Virginia  Hayssen,Virginia,,Hayssen,Smith College,USA,F,,
,2013,289,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2013,289,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2013,289,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2013,289,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2013,289,1,Editor,Jane Waterman,Jane,,Waterman,University of Manitoba,Canada,F,,
,2013,289,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
,2014,292,1,Editor In Chief,Nigel Bennett,Nigel,,Bennett,Mammal Research Institute (University of Pretoria),South Africa,M,,
,2014,292,1,Editor,Andrew Kitchener,Andrew,,Kitchener,National Museums Scotland,Scotland,M,,
,2014,292,1,Editor,Rob Knell,Rob,,Knell,University of London,England,M,,
,2014,292,1,Editor,Mark-Oliver Rodel,Mark-Oliver,,Rodel,Humboldt University Berlin,Germany,M,,
,2014,292,1,Editor,Jean-Nicholas Volff,Jean-Nicholas,,Volff,Universite Claude Bernard Lyons,France,M,,
,2014,292,1,Editor,Jane Waterman,Jane,,Waterman,University of Manitoba,Canada,F,,
,2014,292,1,Sections Editor,Heike Lutermann,Heike,,Lutermann,Unversity of Pretoria,South Africa,F,,
