FIRST_NAME,MIDDLE_NAME,LAST_NAME,SUFFIX,EDITOR_TITLE,INST,UNIT,CITY,COUNTRY,NOTES,STATE,YEAR
Terry,,Shaffer,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2014
Frederick,H,Sheldon,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2014
Dave,,Shutler,,Associate Editor,Acadia University,None given,None given,None given,,None given,2014
Jill,,Soha,,Associate Editor,Duke University,None given,None given,None given,,None given,2014
Benjamin,N,Taft,,Associate Editor,University of Wisconsin Parkside,None given,None given,None given,,None given,2014
Andrea,K,Townsend,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2014
Elaina,,Tuttle,,Associate Editor,Indiana State University,None given,None given,None given,,None given,2014
Rachel,,Vallender,,Associate Editor,Canadian Wildlife Service,None given,None given,None given,,None given,2014
Eric,,Walters,,Associate Editor,Old Dominion University,None given,None given,None given,,None given,2014
Mark,E,Hauber,,Editor in Chief,Hunter College CUNY,None given,New York,USA,,New York,2015
Kimberly,,Bostwick,,Editor,None given,None given,None given,None given,,None given,2015
James,S,Sedinger,,Editor,None given,None given,None given,None given,,None given,2015
Kathleen,E,Erickson,,Managing Editor,None given,None given,None given,None given,,None given,2015
Mark,C,Penrose,,Assistant Managing Editor,None given,None given,None given,None given,,None given,2015
Richard,,Earles,,Copy Editor,None given,None given,None given,None given,,None given,2015
Janice,,Faaborg,,Copy Editor,None given,None given,None given,None given,,None given,2015
Scott,W,Gillihan,,Copy Editor,None given,None given,None given,None given,,None given,2015
Thalia,,Sachtleben,,Copy Editor,None given,None given,None given,None given,,None given,2015
Carlos,D,Cadena Ordonez,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Jessica,,Eberhard,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Lucio,R,Malizia,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Karl,S,Mokross,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Cesar,,Sanchez,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Helene,,Senechal,,Abstract Translators,None given,None given,None given,None given,,None given,2015
Lauryn,,Benedict,,Associate Editor,University of Northern Colorado,None given,None given,None given,,None given,2015
Camille ,,Bonneaud,,Associate Editor,University of Exeter,None given,None given,None given,,None given,2015
Melissa,,Bowlin,,Associate Editor,University of Michigan Dearborn,None given,None given,None given,,None given,2015
Luke,K,Butler,,Associate Editor,The College of New Jersey,None given,None given,None given,,None given,2015
Bruce,,Byers,,Associate Editor,University of Massachusetts Amherst,None given,None given,None given,,None given,2015
C,Daniel,Cadena,,Associate Editor,Universidadde los Andes,None given,None given,None given,,None given,2015
Phillip,,Cassey,,Associate Editor,The  University of Adelaide,None given,None given,None given,,None given,2015
Christopher,J,Clark,,Associate Editor,University of California Riverside,None given,None given,None given,,None given,2015
Donald,,Dearborn,,Associate Editor,Bates College,None given,None given,None given,,None given,2015
Mark,E,Deutschlander,,Associate Editor,Hobart and William Smith College,None given,None given,None given,,None given,2015
Stephen,J,Dinsmore,,Associate Editor,Iowa State University,None given,None given,None given,,None given,2015
Jack,,Dumbacher,,Associate Editor,California Academy of Sciences,None given,None given,None given,,None given,2015
Jennifer,,Gee,,Associate Editor,James San Jacinto Mountains Reserve,None given,None given,None given,,None given,2015
Sharon,,Gill,,Associate Editor,Western Michigan University,None given,None given,None given,,None given,2015
Tomas,,Grim,,Associate Editor,Palacky University,None given,None given,None given,,None given,2015
D,Caldwell,Hahn,,Associate Editor,USGS Patuxent Wildlife Research Center,None given,None given,None given,,None given,2015
Thomas,P,Hahn,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2015
Stefanie,,Ismar,,Associate Editor,GEOMAR Helmholtz Center for Ocean Research Kiel,None given,None given,None given,,None given,2015
Douglas,H,Johnson,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2015
Jason,,Jones,,Associate Editor,Tetra Tech EC Inc,None given,None given,None given,,None given,2015
Jeff,,Kelly,,Associate Editor,University of Oklahoma,None given,None given,None given,,None given,2015
David,,Koons,,Associate Editor,Utah State University,None given,None given,None given,,None given,2015
David,,Lahti,,Associate Editor,Queens College City  University of New York,None given,None given,None given,,None given,2015
Adam,Z,Lendvai,,Associate Editor,Virginia Tech,None given,None given,None given,,None given,2015
Catherine ,,Lindell,,Associate Editor,Michigan State University,None given,None given,None given,,None given,2015
Bernard,,Lohr,,Associate Editor,University of Maryland,None given,None given,None given,,None given,2015
Elizabeth,A,MacDougall Shackleton,,Associate Editor,Western University Canada,None given,None given,None given,,None given,2015
Gerald,,Mayr,,Associate Editor,Senckenberg Research Institute Frankfurt,None given,None given,None given,,None given,2015
Bill,,Monahan,,Associate Editor,National Park Service Inventory e Monitoring Program,None given,None given,None given,,None given,2015
Troy,G,Murphy,,Associate Editor,Trinity University,None given,None given,None given,,None given,2015
Paul,M,Nolan,,Associate Editor,The Citadel Military College of South Carolina,None given,None given,None given,,None given,2015
Raul,,Ortiz Pulido,,Associate Editor,UniversidadAutonoma del Estado de HIdalgo,None given,None given,None given,,None given,2015
Sara,,Oyler McCance,,Associate Editor,USGS Fort Collins Science Center,None given,None given,None given,,None given,2015
Juan,L,Parra,,Associate Editor,Universidadde Antioquia,None given,None given,None given,,None given,2015
Wendy,L,Reed,,Associate Editor,North Dakota State University,None given,None given,None given,,None given,2015
Christina,,Riehl,,Associate Editor,Harvard University,None given,None given,None given,,None given,2015
James,W,Rivers,,Associate Editor,Oregon State University,None given,None given,None given,,None given,2015
Rebecca,J,Safran,,Associate Editor,University of Colorado Boulder,None given,None given,None given,,None given,2015
Anna,W,Santure,,Associate Editor,The  University of Auckland,None given,None given,None given,,None given,2015
Terry,,Shaffer,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2015
Frederick,H,Sheldon,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2015
Dave,,Shutler,,Associate Editor,Acadia University,None given,None given,None given,,None given,2015
Jill,,Soha,,Associate Editor,Duke University,None given,None given,None given,,None given,2015
Benjamin,N,Taft,,Associate Editor,University of Wisconsin Parkside,None given,None given,None given,,None given,2015
Andrea,K,Townsend,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2015
Elaina,,Tuttle,,Associate Editor,Indiana State University,None given,None given,None given,,None given,2015
Rachel,,Vallender,,Associate Editor,Canadian Wildlife Service,None given,None given,None given,,None given,2015
Eric,,Walters,,Associate Editor,Old Dominion University,None given,None given,None given,,None given,2015
L,LaReesa,Wolfenbarger,,Associate Editor,University of Nebraska at Omaha,None given,None given,None given,,None given,2015
Jay,,Mager,,Book Review Editor,Ohio Northern University,None given,None given,None given,,None given,2015
Edward,,Burtt,,Memorials Editor,Ohio Wesleyan University,None given,None given,None given,,None given,2015
Mark,E,Hauber,,Editor in Chief,Hunter College CUNY,None given,New York,USA,,None given,2016
Kimberly,,Bostwick,,Editor,None given,None given,None given,None given,,None given,2016
James,S,Sedinger,,Editor,None given,None given,None given,None given,,None given,2016
Kathleen,E,Erickson,,Journal Director,None given,None given,None given,None given,,None given,2016
Mark,C,Penrose,,Managing Editor,None given,None given,None given,None given,,None given,2016
Richard,,Earles,,Copy Editor,None given,None given,None given,None given,,None given,2016
Janice,,Faaborg,,Copy Editor,None given,None given,None given,None given,,None given,2016
Scott,W,Gillihan,,Copy Editor,None given,None given,None given,None given,,None given,2016
Thalia,,Sachtleben,,Copy Editor,None given,None given,None given,None given,,None given,2016
Carlos,D,Cadena Ordonez,,Translator,None given,None given,None given,None given,,None given,2016
Lucio,R,Malizia,,Translator,None given,None given,None given,None given,,None given,2016
Karl,S,Mokross,,Translator,None given,None given,None given,None given,,None given,2016
Helene,,Senechal,,Translator,None given,None given,None given,None given,,None given,2016
Zachary,,Aidala,,Associate Editor,Bloomfield College,None given,None given,None given,,None given,2016
Lauryn,,Benedict,,Associate Editor,University of Northern Colorado,None given,None given,None given,,None given,2016
Camille ,,Bonneaud,,Associate Editor,University of Exeter,None given,None given,None given,,None given,2016
Melissa,,Bowlin,,Associate Editor,University of Michigan Dearborn,None given,None given,None given,,None given,2016
Luke,K,Butler,,Associate Editor,The College of New Jersey,None given,None given,None given,,None given,2016
Bruce,,Byers,,Associate Editor,University of Massachusetts Amherst,None given,None given,None given,,None given,2016
C,Daniel,Cadena,,Associate Editor,Universidadde los Andes,None given,None given,None given,,None given,2016
Phillip,,Cassey,,Associate Editor,The  University of Adelaide,None given,None given,None given,,None given,2016
Christopher,J,Clark,,Associate Editor,University of California Riverside,None given,None given,None given,,None given,2016
Donald,,Dearborn,,Associate Editor,Bates College,None given,None given,None given,,None given,2016
Mark,E,Deutschlander,,Associate Editor,Hobart and William Smith College,None given,None given,None given,,None given,2016
Jack,,Dumbacher,,Associate Editor,California Academy of Sciences,None given,None given,None given,,None given,2016
Megan,D,Gall,,Associate Editor,Vassar College,None given,None given,None given,,None given,2016
Ismael,,Galvan,,Associate Editor,Donana Biological Station CSIC,None given,None given,None given,,None given,2016
Jennifer,,Gee,,Associate Editor,James San Jacinto Mountains Reserve,None given,None given,None given,,None given,2016
Sharon,,Gill,,Associate Editor,Western Michigan University,None given,None given,None given,,None given,2016
Tomas,,Grim,,Associate Editor,Palacky University,None given,None given,None given,,None given,2016
D,Caldwell,Hahn,,Associate Editor,USGS Patuxent Wildlife Research Center,None given,None given,None given,,None given,2016
Thomas,P,Hahn,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2016
Stefanie,,Ismar,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2016
Douglas,H,Johnson,,Associate Editor,Utah State University,None given,None given,None given,,None given,2016
David,,Lahti,,Associate Editor,Queens College City  University of New York,None given,None given,None given,,None given,2016
Adam,Z,Lendvai,,Associate Editor,Virginia Tech,None given,None given,None given,,None given,2016
Catherine ,,Lindell,,Associate Editor,Michigan State University,None given,None given,None given,,None given,2016
Bernard,,Lohr,,Associate Editor,University of Maryland,None given,None given,None given,,None given,2016
Kathleen,S,Lynch,,Associate Editor,Hofstra University,None given,None given,None given,,None given,2016
Elizabeth,A,MacDougall Shackleton,,Associate Editor,Western University Canada,None given,None given,None given,,None given,2016
Gerald,,Mayr,,Associate Editor,Senckenberg Research Institute Frankfurt,None given,None given,None given,,None given,2016
Bill,,Monahan,,Associate Editor,National Park Service Inventory e Monitoring Program,None given,None given,None given,,None given,2016
Troy,G,Murphy,,Associate Editor,Trinity University,None given,None given,None given,,None given,2016
Paul,M,Nolan,,Associate Editor,The Citadel Military College of South Carolina,None given,None given,None given,,None given,2016
Raul,,Ortiz Pulido,,Associate Editor,UniversidadAutonoma del Estado de HIdalgo,None given,None given,None given,,None given,2016
Sara,,Oyler McCance,,Associate Editor,USGS Fort Collins Science Center,None given,None given,None given,,None given,2016
Juan,L,Parra,,Associate Editor,Universidadde Antioquia,None given,None given,None given,,None given,2016
Stephen,,Pruett Jones,,Associate Editor,University of Chicago,None given,None given,None given,,None given,2016
Wendy,L,Reed,,Associate Editor,North Dakota State University,None given,None given,None given,,None given,2016
Christina,,Riehl,,Associate Editor,Harvard University,None given,None given,None given,,None given,2016
James,W,Rivers,,Associate Editor,Oregon State University,None given,None given,None given,,None given,2016
Kristen,C,Ruegg,,Associate Editor,University of California Santa Cruz,None given,None given,None given,,None given,2016
Rebecca,J,Safran,,Associate Editor,University of Colorado Boulder,None given,None given,None given,,None given,2016
Anna,W,Santure,,Associate Editor,The  University of Auckland,None given,None given,None given,,None given,2016
Terry,,Shaffer,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2016
Frederick,H,Sheldon,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2016
Dave,,Shutler,,Associate Editor,Acadia University,None given,None given,None given,,None given,2016
Jill,,Soha,,Associate Editor,Duke University,None given,None given,None given,,None given,2016
Benjamin,N,Taft,,Associate Editor,University of Wisconsin Parkside,None given,None given,None given,,None given,2016
Daniel,B,Thomas,,Associate Editor,Massey University,None given,None given,None given,,None given,2016
Andrea,K,Townsend,,Associate Editor,Hamilton College,None given,None given,None given,,None given,2016
Elaina,,Tuttle,,Associate Editor,Indiana State University,None given,None given,None given,,None given,2016
Rachel,,Vallender,,Associate Editor,Canadian Wildlife Service,None given,None given,None given,,None given,2016
Eric,,Walters,,Associate Editor,Old Dominion University,None given,None given,None given,,None given,2016
L,LaReesa,Wolfenbarger,,Associate Editor,University of Nebraska at Omaha,None given,None given,None given,,None given,2016
Timothy,F,Wright,,Associate Editor,New Mexico State University,None given,None given,None given,,None given,2016
Jay,,Mager,,Book Review Editor,Ohio Northern University,None given,None given,None given,,None given,2016
Edward,,Burtt,,Memorials Editor,Ohio Wesleyan University,None given,None given,None given,,None given,2016
Mark,E,Hauber,,Editor in Chief,City  University of New York,None given,None given,None given,,None given,2017
Kimberly,,Bostwick,,Editor,None given,None given,None given,None given,,None given,2017
James,S,Sedinger,,Editor,University of Nevada Reno,None given,None given,None given,,None given,2017
Kathleen,E,Erickson,,Journal Director,None given,None given,None given,None given,,None given,2017
Mark,C,Penrose,,Managing Editor,None given,None given,None given,None given,,None given,2017
Richard,,Earles,,Copy Editor,None given,None given,None given,None given,,None given,2017
Janice,,Faaborg,,Copy Editor,None given,None given,None given,None given,,None given,2017
Scott,W,Gillihan,,Copy Editor,None given,None given,None given,None given,,None given,2017
Thalia,,Sachtleben,,Copy Editor,None given,None given,None given,None given,,None given,2017
Carlos,D,Cadena Ordonez,,Translator,None given,None given,None given,None given,,None given,2017
Lucio,R,Malizia,,Translator,None given,None given,None given,None given,,None given,2017
Karl,S,Mokross,,Translator,None given,None given,None given,None given,,None given,2017
Helene,,Senechal,,Translator,None given,None given,None given,None given,,None given,2017
Zachary,,Aidala,,Associate Editor,Bloomfield College,None given,None given,None given,,None given,2017
Lauryn,,Benedict,,Associate Editor,University of Northern Colorado,None given,None given,None given,,None given,2017
Camille ,,Bonneaud,,Associate Editor,University of Exeter,None given,None given,None given,,None given,2017
Melissa,,Bowlin,,Associate Editor,University of Michigan Dearborn,None given,None given,None given,,None given,2017
Luke,K,Butler,,Associate Editor,The College of New Jersey,None given,None given,None given,,None given,2017
Bruce,,Byers,,Associate Editor,University of Massachusetts Amherst,None given,None given,None given,,None given,2017
C,Daniel,Cadena,,Associate Editor,Universidadde los Andes,None given,None given,None given,,None given,2017
Phillip,,Cassey,,Associate Editor,The  University of Adelaide,None given,None given,None given,,None given,2017
Christopher,J,Clark,,Associate Editor,University of California Riverside,None given,None given,None given,,None given,2017
James,,Dale,,Associate Editor,Massey University,None given,None given,None given,,None given,2017
Donald,,Dearborn,,Associate Editor,Bates College,None given,None given,None given,,None given,2017
Mark,E,Deutschlander,,Associate Editor,Hobart and William Smith College,None given,None given,None given,,None given,2017
Jack,,Dumbacher,,Associate Editor,California Academy of Sciences,None given,None given,None given,,None given,2017
Jeanne,M,Fair,,Associate Editor,Los Alamos National Laboratory,None given,None given,None given,,None given,2017
Megan,D,Gall,,Associate Editor,Vassar College,None given,None given,None given,,None given,2017
Ismael,,Galvan,,Associate Editor,Donana Biological Station CSIC,None given,None given,None given,,None given,2017
Jennifer,,Gee,,Associate Editor,James San Jacinto Mountains Reserve,None given,None given,None given,,None given,2017
Sharon,,Gill,,Associate Editor,Western Michigan University,None given,None given,None given,,None given,2017
Tomas,,Grim,,Associate Editor,Palacky University,None given,None given,None given,,None given,2017
D,Caldwell,Hahn,,Associate Editor,USGS Patuxent Wildlife Research Center,None given,None given,None given,,None given,2017
Thomas,P,Hahn,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2017
Stefanie,,Ismar,,Associate Editor,GEOMAR Helmholtz Center for Ocean Research Kiel,None given,None given,None given,,None given,2017
Douglas,H,Johnson,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2017
David,,Koons,,Associate Editor,Utah State University,None given,None given,None given,,None given,2017
David,,Lahti,,Associate Editor,Queens College City  University of New York,None given,None given,None given,,None given,2017
Adam,Z,Lendvai,,Associate Editor,Virginia Tech,None given,None given,None given,,None given,2017
Catherine ,,Lindell,,Associate Editor,Michigan State University,None given,None given,None given,,None given,2017
Bernard,,Lohr,,Associate Editor,University of Maryland,None given,None given,None given,,None given,2017
Kathleen,S,Lynch,,Associate Editor,Hofstra University,None given,None given,None given,,None given,2017
Elizabeth,A,MacDougall Shackleton,,Associate Editor,Western University Canada,None given,None given,None given,,None given,2017
Gerald,,Mayr,,Associate Editor,Senckenberg Research Institute Frankfurt,None given,None given,None given,,None given,2017
Bill,,Monahan,,Associate Editor,USDA Forest Service,None given,None given,None given,,None given,2017
Troy,G,Murphy,,Associate Editor,Trinity University,None given,None given,None given,,None given,2017
Paul,M,Nolan,,Associate Editor,The Citadel Military College of South Carolina,None given,None given,None given,,None given,2017
Raul,,Ortiz Pulido,,Associate Editor,UniversidadAutonoma del Estado de HIdalgo,None given,None given,None given,,None given,2017
Sara,,Oyler McCance,,Associate Editor,USGS Fort Collins Science Center,None given,None given,None given,,None given,2017
Juan,L,Parra,,Associate Editor,Universidadde Antioquia,None given,None given,None given,,None given,2017
Stephen,,Pruett Jones,,Associate Editor,University of Chicago,None given,None given,None given,,None given,2017
Wendy,L,Reed,,Associate Editor,North Dakota State University,None given,None given,None given,,None given,2017
Christina,,Riehl,,Associate Editor,Harvard University,None given,None given,None given,,None given,2017
James,W,Rivers,,Associate Editor,Oregon State University,None given,None given,None given,,None given,2017
Kristen,C,Ruegg,,Associate Editor,University of California Santa Cruz,None given,None given,None given,,None given,2017
Rebecca,J,Safran,,Associate Editor,University of Colorado Boulder,None given,None given,None given,,None given,2017
Anna,W,Santure,,Associate Editor,The  University of Auckland,None given,None given,None given,,None given,2017
Terry,,Shaffer,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2017
Frederick,H,Sheldon,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2017
Dave,,Shutler,,Associate Editor,Acadia University,None given,None given,None given,,None given,2017
Jill,,Soha,,Associate Editor,Duke University,None given,None given,None given,,None given,2017
Garth,M,Spellman,,Associate Editor,Denver Museum of Nature e Science,None given,None given,None given,,None given,2017
Benjamin,N,Taft,,Associate Editor,University of Wisconsin Parkside,None given,None given,None given,,None given,2017
Sabrina,S,Taylor,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2017
Daniel,B,Thomas,,Associate Editor,Massey University,None given,None given,None given,,None given,2017
Andrea,K,Townsend,,Associate Editor,Hamilton College,None given,None given,None given,,None given,2017
Rachel,,Vallender,,Associate Editor,Canadian Wildlife Service,None given,None given,None given,,None given,2017
Eric,,Walters,,Associate Editor,Old Dominion University,None given,None given,None given,,None given,2017
Karen,L,Wiebe,,Associate Editor,University of Saskatchewan,None given,None given,None given,,None given,2017
L,LaReesa,Wolfenbarger,,Associate Editor,University of Nebraska at Omaha,None given,None given,None given,,None given,2017
Timothy,F,Wright,,Associate Editor,New Mexico State University,None given,None given,None given,,None given,2017
Jay,,Mager,,Book Review Editor,Ohio Northern University,None given,None given,None given,,None given,2017
Ted,,Anderson,,Memorials Editor,McKendree University,None given,None given,None given,,None given,2017
Mark,E,Hauber,,Editor in Chief,University of Illinois at Universityrbana Champaign,None given,None given,None given,,None given,2018
Kimberly,,Bostwick,,Editor,None given,None given,None given,None given,,None given,2018
James,S,Sedinger,,Editor,University of Nevada Reno,None given,None given,None given,,None given,2018
Kathleen,E,Erickson,,Journal Director,None given,None given,None given,None given,,None given,2018
Mark,C,Penrose,,Managing Editor,None given,None given,None given,None given,,None given,2018
Richard,,Earles,,Copy Editor,None given,None given,None given,None given,,None given,2018
Scott,W,Gillihan,,Copy Editor,None given,None given,None given,None given,,None given,2018
Thalia,,Sachtleben,,Copy Editor,None given,None given,None given,None given,,None given,2018
Lucio,R,Malizia,,Translator,None given,None given,None given,None given,,None given,2018
Karl,S,Mokross,,Translator,None given,None given,None given,None given,,None given,2018
Helene,,Senechal,,Translator,None given,None given,None given,None given,,None given,2018
Zachary,,Aidala,,Associate Editor,Bloomfield College,None given,None given,None given,,None given,2018
Lauryn,,Benedict,,Associate Editor,University of Northern Colorado,None given,None given,None given,,None given,2018
Camille ,,Bonneaud,,Associate Editor,University of Exeter,None given,None given,None given,,None given,2018
Melissa,,Bowlin,,Associate Editor,University of Michigan Dearborn,None given,None given,None given,,None given,2018
Luke,K,Butler,,Associate Editor,The College of New Jersey,None given,None given,None given,,None given,2018
Bruce,,Byers,,Associate Editor,University of Massachusetts Amherst,None given,None given,None given,,None given,2018
C,Daniel,Cadena,,Associate Editor,Universidadde los Andes,None given,None given,None given,,None given,2018
Christopher,J,Clark,,Associate Editor,University of California Riverside,None given,None given,None given,,None given,2018
James,,Dale,,Associate Editor,Massey University,None given,None given,None given,,None given,2018
Donald,,Dearborn,,Associate Editor,Bates College,None given,None given,None given,,None given,2018
Mark,E,Deutschlander,,Associate Editor,Hobart and William Smith College,None given,None given,None given,,None given,2018
Jack,,Dumbacher,,Associate Editor,California Academy of Sciences,None given,None given,None given,,None given,2018
Jeanne,M,Fair,,Associate Editor,Los Alamos National Laboratory,None given,None given,None given,,None given,2018
Megan,D,Gall,,Associate Editor,Vassar College,None given,None given,None given,,None given,2018
Ismael,,Galvan,,Associate Editor,Donana Biological Station CSIC,None given,None given,None given,,None given,2018
Jennifer,,Gee,,Associate Editor,James San Jacinto Mountains Reserve,None given,None given,None given,,None given,2018
Sharon,,Gill,,Associate Editor,Western Michigan University,None given,None given,None given,,None given,2018
Tomas,,Grim,,Associate Editor,Palacky University,None given,None given,None given,,None given,2018
D,Caldwell,Hahn,,Associate Editor,USGS Patuxent Wildlife Research Center,None given,None given,None given,,None given,2018
Thomas,P,Hahn,,Associate Editor,University of California Davis,None given,None given,None given,,None given,2018
Stefanie,,Ismar,,Associate Editor,GEOMAR Helmholtz Center for Ocean Research Kiel,None given,None given,None given,,None given,2018
Douglas,H,Johnson,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2018
David,,Koons,,Associate Editor,Utah State University,None given,None given,None given,,None given,2018
David,,Lahti,,Associate Editor,Queens College City  University of New York,None given,None given,None given,,None given,2018
Adam,Z,Lendvai,,Associate Editor,Virginia Tech,None given,None given,None given,,None given,2018
Catherine ,,Lindell,,Associate Editor,Michigan State University,None given,None given,None given,,None given,2018
Bernard,,Lohr,,Associate Editor,University of Maryland,None given,None given,None given,,None given,2018
Kathleen,S,Lynch,,Associate Editor,Hofstra University,None given,None given,None given,,None given,2018
Elizabeth,A,MacDougall Shackleton,,Associate Editor,Western University Canada,None given,None given,None given,,None given,2018
Rafael,,Maia,,Associate Editor,Columbia University,None given,None given,None given,,None given,2018
Gerald,,Mayr,,Associate Editor,Senckenberg Research Institute Frankfurt,None given,None given,None given,,None given,2018
Bill,,Monahan,,Associate Editor,USDA Forest Service,None given,None given,None given,,None given,2018
Troy,G,Murphy,,Associate Editor,Trinity University,None given,None given,None given,,None given,2018
Paul,M,Nolan,,Associate Editor,The Citadel Military College of South Carolina,None given,None given,None given,,None given,2018
Raul,,Ortiz Pulido,,Associate Editor,UniversidadAutonoma del Estado de HIdalgo,None given,None given,None given,,None given,2018
Sara,,Oyler McCance,,Associate Editor,USGS Fort Collins Science Center,None given,None given,None given,,None given,2018
Juan,L,Parra,,Associate Editor,Universidadde Antioquia,None given,None given,None given,,None given,2018
Stephen,,Pruett Jones,,Associate Editor,University of Chicago,None given,None given,None given,,None given,2018
Wendy,L,Reed,,Associate Editor,North Dakota State University,None given,None given,None given,,None given,2018
Christina,,Riehl,,Associate Editor,Harvard University,None given,None given,None given,,None given,2018
James,W,Rivers,,Associate Editor,Oregon State University,None given,None given,None given,,None given,2018
Kristen,C,Ruegg,,Associate Editor,University of California Santa Cruz,None given,None given,None given,,None given,2018
Rebecca,J,Safran,,Associate Editor,University of Colorado Boulder,None given,None given,None given,,None given,2018
Terry,,Shaffer,,Associate Editor,Northern Prairie Wildlife Research Center,None given,None given,None given,,None given,2018
Frederick,H,Sheldon,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2018
Dave,,Shutler,,Associate Editor,Acadia University,None given,None given,None given,,None given,2018
Jill,,Soha,,Associate Editor,Duke University,None given,None given,None given,,None given,2018
Garth,M,Spellman,,Associate Editor,Denver Museum of Nature e Science,None given,None given,None given,,None given,2018
Benjamin,N,Taft,,Associate Editor,University of Wisconsin Parkside,None given,None given,None given,,None given,2018
Sabrina,S,Taylor,,Associate Editor,Louisiana State University,None given,None given,None given,,None given,2018
Daniel,B,Thomas,,Associate Editor,Massey University,None given,None given,None given,,None given,2018
Andrea,K,Townsend,,Associate Editor,Hamilton College,None given,None given,None given,,None given,2018
Rachel,,Vallender,,Associate Editor,Canadian Wildlife Service,None given,None given,None given,,None given,2018
Eric,,Walters,,Associate Editor,Old Dominion University,None given,None given,None given,,None given,2018
Michael,P,Ward,,Associate Editor,University of Illinois at Universityrbana Champaign,None given,None given,None given,,None given,2018
Karen,L,Wiebe,,Associate Editor,University of Saskatchewan,None given,None given,None given,,None given,2018
L,LaReesa, Wolfenbarger,,Associate Editor,University of Nebraska at Omaha,None given,None given,None given,,None given,2018
Timothy,F,Wright,,Associate Editor,New Mexico State University,None given,None given,None given,,None given,2018
Jay,,Mager,,Book Review Editor,Ohio Northern University,None given,None given,None given,,None given,2018
Ted,,Anderson,,Memorials Editor,McKendree University,None given,None given,None given,,None given,2018
