JOURNAL,YEAR,VOLUME,ISSUE,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,SUFFIX,COUNTRY,INSTITUTION,CATEGORY,GENDER
AMNAT,2013,,,Editorial Board,Andrew,,Solow,,USA, Woods Hole Oceanographic Institute,SE,male
AMNAT,2013,,,Editorial Board,Diane,S.,Srivastava,,Canada,University of British Columbia,SE,female
AMNAT,2013,,,Editorial Board,John,J,Stachowicz,,USA,University of California-Davis,SE,male
AMNAT,2013,,,Editorial Board,Scott,J.,Steppan,,USA,Florida State University,SE,male
AMNAT,2013,,,Editorial Board,Erik,,Svensson,,Sweden,Lund University,SE,male
AMNAT,2013,,,Editorial Board,Peter,D.,Taylor,,Canada, Queens University,SE,male
AMNAT,2013,,,Editorial Board,J.,Albert C.,Uy,,USA,University of Miami,SE,male
AMNAT,2013,,,Editorial Board,Egbert,H.,VanNes,,Netherlands,Waginen University,SE,male
AMNAT,2013,,,Editorial Board,Franz,J.,Weissing,,Netherlands,University of Groningen,SE,male
AMNAT,2013,,,Editorial Board,Tony,D.,Williams,,Canada,Simon Fraser University,SE,male
AMNAT,2013,,,Editorial Assistants,Joseph,,Muszynski,,NA,NA,NA,male
AMNAT,2013,,,Managing Editor,Patrica,L.,Morse,,NA,NA,NA,female
AMNAT,2014,,,Editor-in-Chief,Judith,L.,Bronstein,,USA,University of Arizona,AE,female
AMNAT,2014,,,Editor,Susan,,Kalisz,,USA,University of Pittsburgh,AE,female
AMNAT,2014,,,Editor,Troy,,Day,,Australia,Queens University,AE,male
AMNAT,2014,,,Natural HistoryEditor ,Mark,,McPeek,,USA,Dartmouth College,Special,male
AMNAT,2014,,,Editorial Board,David,D.,Ackerly,,USA,University of California-Berkeley,SE,male
AMNAT,2014,,,Editorial Board,Elizabeth,,Adkins-Regan,,USA, Cornell University,SE,female
AMNAT,2014,,,Editorial Board,Fredrick,R.,Adler,,USA,University of Utah,SE,male
AMNAT,2014,,,Editorial Board,Priyanga,,Amarasekare,,USA,University of California-Los Angeles,SE,female
AMNAT,2014,,,Editorial Board,Tia-Lynn,,Ashman,,USA, University of Pittsburgh,SE,female
AMNAT,2014,,,Editorial Board,Charles,F.,Baer,,USA,University of Florida,SE,male
AMNAT,2014,,,Editorial Board,Uta,,Berger,,Germany,Dresden Institute of Technology,SE,female
AMNAT,2014,,,Editorial Board,Benjamin,,Bolker,,USA, University of Florida,SE,male
AMNAT,2014,,,Editorial Board,Daniel ,I.,Bolnick,,USA,University of Texas-Austin,SE,male
AMNAT,2014,,,Editorial Board,Russel,,Bonduriansky,,Australia,University of New South Wales,SE,male
AMNAT,2014,,,Editorial Board,Edmund,D.,Brodie,III,USA, Indiana University,SE,male
AMNAT,2014,,,Editorial Board,Blaine,J.,Cole,,USA,University of Houston,SE,male
AMNAT,2014,,,Editorial Board,Sean,R.,Connolly,,Australia,James Cook University,SE,male
AMNAT,2014,,,Editorial Board,Gregory,E.,Demas,,USA,Indiana University,SE,male
AMNAT,2014,,,Editorial Board,Sebastian,,Diehl,,Sweden,Umea University,SE,male
AMNAT,2014,,,Editorial Board,Robert,,Dudley,,USA, University of California-Berkeley,SE,male
AMNAT,2014,,,Editorial Board,Greg,,Dwyer,,USA,University of Chicago,SE,male
AMNAT,2014,,,Editorial Board,Christopher,G.,Eckert,,Canada,Queens University,SE,male
AMNAT,2014,,,Editorial Board,James,,Elser,,USA,Arizona State University,SE,male
AMNAT,2014,,,Editorial Board,Jean-Michelle ,,Gaillard,,France,University Lyon 1-CNRS,SE,male
AMNAT,2014,,,Editorial Board,Andy,,Gardner,,UK,University of Oxford,SE,male
AMNAT,2014,,,Editorial Board,Kevin,J. ,Gaston,,UK,University of Sheffield,SE,male
AMNAT,2014,,,Editorial Board,Jurgen,,Groeneveld,,Germany,Helmholtz Centre for Environmental Research-UFZ,SE,male
AMNAT,2014,,,Editorial Board,Kevin,,Gross,,USA,North Carolina State University,SE,male
AMNAT,2014,,,Editorial Board,Spencer ,R.,Hall,,USA,Indiana University,SE,male
AMNAT,2014,,,Editorial Board,Lawrence,,Harder,,Canada,University of Calgary,SE,male
AMNAT,2014,,,Editorial Board,Luke,,Harmon,,USA,University of Idaho,SE,male
AMNAT,2014,,,Editorial Board,Susan,,Harrison,,USA,University of California-Davis,SE,female
AMNAT,2014,,,Editorial Board,Stephen,B.,Heard,,Canada, University of New Brunswick,SE,male
AMNAT,2014,,,Editorial Board,J.,Nathaniel,Holland,,USA,University of Houston,SE,male
AMNAT,2014,,,Editorial Board,Kimberly ,A,Hughes,,USA,Florida State University,SE,female
AMNAT,2014,,,Editorial Board,Michael,,Kearney,,Australia,University of Melbourne,SE,male
AMNAT,2014,,,Editorial Board,Andrew,J,Kerkhoff,,USA,Kenyon College,SE,male
AMNAT,2014,,,Editorial Board,Vlastimil,,Krivan,,Czech Republic,"Biology Centre, Ceske, Budejovice",SE,male
AMNAT,2014,,,Editorial Board,Matt,A,Leibold,,USA,University of Texas-Austin,SE,male
AMNAT,2014,,,Editorial Board,Marc,,Mangel,,USA,University of California-Santa Cruz,SE,male
AMNAT,2014,,,Editorial Board,John,L.,Maron,,USA,University of Montana,SE,male
AMNAT,2014,,,Editorial Board,Yannis,,Michalakis,,France, CNRS-IRI-Montpellier,SE,male
AMNAT,2014,,,Editorial Board,Wolf,M.,Mooij,,Netherlands, Netherlands Institute of Ecology,SE,male
AMNAT,2014,,,Editorial Board,Michael,G.,Neubert,,USA, Woods Hole Oceanographic Institute,SE,male
AMNAT,2014,,,Editorial Board,Peter,,Nonacs,,USA,University of California-Los Angeles,SE,male
AMNAT,2014,,,Editorial Board,Scott,L.,Nuismer,,USA,University of Idaho,SE,male
AMNAT,2014,,,Editorial Board,Sean,,Odonnell,,USA,Drexel University,SE,male
AMNAT,2014,,,Editorial Board,David,N.,Reznick,,USA, University of California-Riverside,SE,male
AMNAT,2014,,,Editorial Board,Sean,H.,Rice,,USA,Texas Tech University,SE,male
AMNAT,2014,,,Editorial Board,Daniel,L.,Roelke,,USA,Texas A&M University,SE,male
AMNAT,2014,,,Editorial Board,Pej,,Rohani,,USA,University of Georgia,SE,male
AMNAT,2014,,,Editorial Board,Axel,G.,Rossberg,,Austria,International Institute for Applied Systems Analysis,SE,male
AMNAT,2014,,,Editorial Board,Locke,,Rowe,,Canada, University of Toronto,SE,male
AMNAT,2014,,,Editorial Board,Volker,HW,Rudolf,,USA,Rice University,SE,male
AMNAT,2014,,,Editorial Board,Maria,,Servedio,,USA,UNC-Chapel Hill,SE,female
AMNAT,2014,,,Editorial Board,Thomas,N.,Sherratt,,Canada,Carleton University,SE,male
AMNAT,2014,,,Editorial Board,John,J,Stachowicz,,USA,University of California-Davis,SE,male
AMNAT,2014,,,Editorial Board,Scott,J.,Steppan,,USA,Florida State University,SE,male
AMNAT,2014,,,Editorial Board,Erik,,Svensson,,Sweden,Lund University,SE,male
AMNAT,2014,,,Editorial Board,Peter,D.,Taylor,,Canada, Queens University,SE,male
AMNAT,2014,,,Editorial Board,J.,Albert C.,Uy,,USA,University of Miami,SE,male
AMNAT,2014,,,Editorial Board,Mark,,Vellend,,Canada,Universite de Sherbrook,SE,male
AMNAT,2014,,,Editorial Board,Egbert,H.,VanNes,,Netherlands,Waginen University,SE,male
AMNAT,2014,,,Editorial Board,Franz,J.,Weissing,,Netherlands,University of Groningen,SE,male
AMNAT,2014,,,Editorial Board,Tony,D.,Williams,,Canada,Simon Fraser University,SE,male
AMNAT,2014,,,Editorial Board,Alice,A,Winn,,USA,Florida State University,SE,female
AMNAT,2014,,,Editorial Assistants,Joseph,,Muszynski,,NA,NA,NA,male
AMNAT,2014,,,Managing Editor,Patrica,L.,Morse,,NA,NA,NA,female
